VotersAmount,WantedMeanIQ,HackMode,ForcedWrongVotersPercentage,NaiveCrowdIQ,FactorCrowdIQ
2,0.5,ForceRandom,0.86,0.501,0.505
2,0.5,ForceRandom,0.87,0.5,0.502
2,0.5,ForceRandom,0.88,0.501,0.503
2,0.5,ForceRandom,0.89,0.498,0.503
2,0.5,ForceRandom,0.9,0.501,0.503
2,0.5,ForceRandom,0.91,0.5,0.502
2,0.5,ForceRandom,0.92,0.5,0.504
2,0.5,ForceRandom,0.93,0.502,0.501
2,0.5,ForceRandom,0.94,0.498,0.503
2,0.5,ForceRandom,0.95,0.5,0.501
2,0.5,ForceRandom,0.96,0.5,0.501
2,0.5,ForceRandom,0.97,0.501,0.501
2,0.5,ForceRandom,0.98,0.5,0.5
2,0.5,ForceRandom,0.99,0.498,0.502
2,0.5,ForceRandom,1,0.501,0.499
2,0.5,ForceWrong,0,0.499,0.524
2,0.5,ForceWrong,0.01,0.497,0.518
2,0.5,ForceWrong,0.02,0.49,0.513
2,0.5,ForceWrong,0.03,0.484,0.507
2,0.5,ForceWrong,0.04,0.48,0.503
2,0.5,ForceWrong,0.05,0.476,0.5
2,0.5,ForceWrong,0.06,0.471,0.491
2,0.5,ForceWrong,0.07,0.465,0.488
2,0.5,ForceWrong,0.08,0.46,0.48
2,0.5,ForceWrong,0.09,0.454,0.477
2,0.5,ForceWrong,0.1,0.451,0.472
2,0.5,ForceWrong,0.11,0.443,0.466
2,0.5,ForceWrong,0.12,0.44,0.46
2,0.5,ForceWrong,0.13,0.435,0.456
2,0.5,ForceWrong,0.14,0.431,0.451
2,0.5,ForceWrong,0.15,0.425,0.445
2,0.5,ForceWrong,0.16,0.419,0.439
2,0.5,ForceWrong,0.17,0.415,0.434
2,0.5,ForceWrong,0.18,0.41,0.43
2,0.5,ForceWrong,0.19,0.405,0.424
2,0.5,ForceWrong,0.2,0.4,0.419
2,0.5,ForceWrong,0.21,0.396,0.413
2,0.5,ForceWrong,0.22,0.391,0.407
2,0.5,ForceWrong,0.23,0.384,0.402
2,0.5,ForceWrong,0.24,0.379,0.398
2,0.5,ForceWrong,0.25,0.377,0.394
2,0.5,ForceWrong,0.26,0.369,0.389
2,0.5,ForceWrong,0.27,0.364,0.383
2,0.5,ForceWrong,0.28,0.36,0.376
2,0.5,ForceWrong,0.29,0.354,0.375
2,0.5,ForceWrong,0.3,0.35,0.368
2,0.5,ForceWrong,0.31,0.345,0.363
2,0.5,ForceWrong,0.32,0.341,0.355
2,0.5,ForceWrong,0.33,0.335,0.353
2,0.5,ForceWrong,0.34,0.33,0.346
2,0.5,ForceWrong,0.35,0.325,0.34
2,0.5,ForceWrong,0.36,0.319,0.336
2,0.5,ForceWrong,0.37,0.315,0.33
2,0.5,ForceWrong,0.38,0.311,0.325
2,0.5,ForceWrong,0.39,0.305,0.319
2,0.5,ForceWrong,0.4,0.301,0.314
2,0.5,ForceWrong,0.41,0.296,0.31
2,0.5,ForceWrong,0.42,0.29,0.306
2,0.5,ForceWrong,0.43,0.284,0.299
2,0.5,ForceWrong,0.44,0.28,0.293
2,0.5,ForceWrong,0.45,0.275,0.289
2,0.5,ForceWrong,0.46,0.269,0.282
2,0.5,ForceWrong,0.47,0.266,0.277
2,0.5,ForceWrong,0.48,0.26,0.271
2,0.5,ForceWrong,0.49,0.255,0.267
2,0.5,ForceWrong,0.5,0.249,0.262
2,0.5,ForceWrong,0.51,0.243,0.257
2,0.5,ForceWrong,0.52,0.239,0.25
2,0.5,ForceWrong,0.53,0.236,0.246
2,0.5,ForceWrong,0.54,0.23,0.241
2,0.5,ForceWrong,0.55,0.224,0.237
2,0.5,ForceWrong,0.56,0.22,0.231
2,0.5,ForceWrong,0.57,0.214,0.225
2,0.5,ForceWrong,0.58,0.21,0.22
2,0.5,ForceWrong,0.59,0.207,0.216
2,0.5,ForceWrong,0.6,0.199,0.211
2,0.5,ForceWrong,0.61,0.195,0.204
2,0.5,ForceWrong,0.62,0.189,0.2
2,0.5,ForceWrong,0.63,0.185,0.194
2,0.5,ForceWrong,0.64,0.179,0.188
2,0.5,ForceWrong,0.65,0.174,0.184
2,0.5,ForceWrong,0.66,0.17,0.179
2,0.5,ForceWrong,0.67,0.165,0.172
2,0.5,ForceWrong,0.68,0.158,0.17
2,0.5,ForceWrong,0.69,0.153,0.164
2,0.5,ForceWrong,0.7,0.15,0.155
2,0.5,ForceWrong,0.71,0.145,0.153
2,0.5,ForceWrong,0.72,0.14,0.147
2,0.5,ForceWrong,0.73,0.135,0.142
2,0.5,ForceWrong,0.74,0.129,0.134
2,0.5,ForceWrong,0.75,0.125,0.132
2,0.5,ForceWrong,0.76,0.119,0.124
2,0.5,ForceWrong,0.77,0.115,0.12
2,0.5,ForceWrong,0.78,0.108,0.115
2,0.5,ForceWrong,0.79,0.105,0.109
2,0.5,ForceWrong,0.8,0.1,0.104
2,0.5,ForceWrong,0.81,0.096,0.101
2,0.5,ForceWrong,0.82,0.09,0.093
2,0.5,ForceWrong,0.83,0.084,0.09
2,0.5,ForceWrong,0.84,0.079,0.084
2,0.5,ForceWrong,0.85,0.075,0.08
2,0.5,ForceWrong,0.86,0.072,0.073
2,0.5,ForceWrong,0.87,0.066,0.068
2,0.5,ForceWrong,0.88,0.058,0.064
2,0.5,ForceWrong,0.89,0.054,0.058
2,0.5,ForceWrong,0.9,0.05,0.052
2,0.5,ForceWrong,0.91,0.045,0.046
2,0.5,ForceWrong,0.92,0.039,0.041
2,0.5,ForceWrong,0.93,0.035,0.036
2,0.5,ForceWrong,0.94,0.03,0.031
2,0.5,ForceWrong,0.95,0.024,0.027
2,0.5,ForceWrong,0.96,0.02,0.021
2,0.5,ForceWrong,0.97,0.014,0.016
2,0.5,ForceWrong,0.98,0.01,0
2,0.5,ForceWrong,0.99,0.005,0.005
2,0.5,ForceWrong,1,0,0
2,0.51,ForceRandom,0,0.511,0.534
2,0.51,ForceRandom,0.01,0.511,0.532
2,0.51,ForceRandom,0.02,0.509,0.533
2,0.51,ForceRandom,0.03,0.508,0.532
2,0.51,ForceRandom,0.04,0.511,0.532
2,0.51,ForceRandom,0.05,0.509,0.531
2,0.51,ForceRandom,0.06,0.508,0.53
2,0.51,ForceRandom,0.07,0.51,0.532
2,0.51,ForceRandom,0.08,0.508,0.533
2,0.51,ForceRandom,0.09,0.508,0.53
2,0.51,ForceRandom,0.1,0.509,0.532
2,0.51,ForceRandom,0.11,0.508,0.529
2,0.51,ForceRandom,0.12,0.509,0.528
2,0.51,ForceRandom,0.13,0.508,0.529
2,0.51,ForceRandom,0.14,0.51,0.529
2,0.51,ForceRandom,0.15,0.508,0.527
2,0.51,ForceRandom,0.16,0.509,0.531
2,0.51,ForceRandom,0.17,0.507,0.526
2,0.51,ForceRandom,0.18,0.507,0.527
2,0.51,ForceRandom,0.19,0.506,0.526
2,0.51,ForceRandom,0.2,0.507,0.529
2,0.51,ForceRandom,0.21,0.508,0.526
2,0.51,ForceRandom,0.22,0.508,0.528
2,0.51,ForceRandom,0.23,0.509,0.525
2,0.51,ForceRandom,0.24,0.508,0.525
2,0.51,ForceRandom,0.25,0.506,0.526
2,0.51,ForceRandom,0.26,0.508,0.524
2,0.51,ForceRandom,0.27,0.506,0.526
2,0.51,ForceRandom,0.28,0.507,0.526
2,0.51,ForceRandom,0.29,0.507,0.524
2,0.51,ForceRandom,0.3,0.507,0.522
2,0.51,ForceRandom,0.31,0.508,0.524
2,0.51,ForceRandom,0.32,0.507,0.523
2,0.51,ForceRandom,0.33,0.508,0.523
2,0.51,ForceRandom,0.34,0.506,0.521
2,0.51,ForceRandom,0.35,0.508,0.523
2,0.51,ForceRandom,0.36,0.505,0.522
2,0.51,ForceRandom,0.37,0.506,0.522
2,0.51,ForceRandom,0.38,0.506,0.521
2,0.51,ForceRandom,0.39,0.506,0.522
2,0.51,ForceRandom,0.4,0.505,0.519
2,0.51,ForceRandom,0.41,0.505,0.52
2,0.51,ForceRandom,0.42,0.505,0.519
2,0.51,ForceRandom,0.43,0.505,0.519
2,0.51,ForceRandom,0.44,0.504,0.52
2,0.51,ForceRandom,0.45,0.506,0.517
2,0.51,ForceRandom,0.46,0.508,0.519
2,0.51,ForceRandom,0.47,0.507,0.518
2,0.51,ForceRandom,0.48,0.506,0.518
2,0.51,ForceRandom,0.49,0.505,0.518
2,0.51,ForceRandom,0.5,0.506,0.516
2,0.51,ForceRandom,0.51,0.504,0.516
2,0.51,ForceRandom,0.52,0.504,0.516
2,0.51,ForceRandom,0.53,0.504,0.516
2,0.51,ForceRandom,0.54,0.504,0.516
2,0.51,ForceRandom,0.55,0.505,0.516
2,0.51,ForceRandom,0.56,0.505,0.517
2,0.51,ForceRandom,0.57,0.503,0.514
2,0.51,ForceRandom,0.58,0.503,0.515
2,0.51,ForceRandom,0.59,0.505,0.514
2,0.51,ForceRandom,0.6,0.504,0.513
2,0.51,ForceRandom,0.61,0.504,0.513
2,0.51,ForceRandom,0.62,0.504,0.514
2,0.51,ForceRandom,0.63,0.504,0.513
2,0.51,ForceRandom,0.64,0.502,0.511
2,0.51,ForceRandom,0.65,0.503,0.512
2,0.51,ForceRandom,0.66,0.503,0.511
2,0.51,ForceRandom,0.67,0.503,0.51
2,0.51,ForceRandom,0.68,0.503,0.51
2,0.51,ForceRandom,0.69,0.504,0.511
2,0.51,ForceRandom,0.7,0.503,0.51
2,0.51,ForceRandom,0.71,0.504,0.51
2,0.51,ForceRandom,0.72,0.502,0.509
2,0.51,ForceRandom,0.73,0.502,0.508
2,0.51,ForceRandom,0.74,0.502,0.51
2,0.51,ForceRandom,0.75,0.502,0.509
2,0.51,ForceRandom,0.76,0.503,0.508
2,0.51,ForceRandom,0.77,0.502,0.508
2,0.51,ForceRandom,0.78,0.5,0.508
2,0.51,ForceRandom,0.79,0.501,0.506
2,0.51,ForceRandom,0.8,0.501,0.505
2,0.51,ForceRandom,0.81,0.501,0.506
2,0.51,ForceRandom,0.82,0.502,0.506
2,0.51,ForceRandom,0.83,0.501,0.505
2,0.51,ForceRandom,0.84,0.501,0.507
2,0.51,ForceRandom,0.85,0.501,0.505
2,0.51,ForceRandom,0.86,0.501,0.504
2,0.51,ForceRandom,0.87,0.5,0.505
2,0.51,ForceRandom,0.88,0.502,0.505
2,0.51,ForceRandom,0.89,0.5,0.505
2,0.51,ForceRandom,0.9,0.502,0.503
2,0.51,ForceRandom,0.91,0.501,0.503
2,0.51,ForceRandom,0.92,0.5,0.502
2,0.51,ForceRandom,0.93,0.499,0.503
2,0.51,ForceRandom,0.94,0.499,0.503
2,0.51,ForceRandom,0.95,0.5,0.501
2,0.51,ForceRandom,0.96,0.501,0.501
2,0.51,ForceRandom,0.97,0.499,0.499
2,0.51,ForceRandom,0.98,0.499,0.501
2,0.51,ForceRandom,0.99,0.5,0.5
2,0.51,ForceRandom,1,0.499,0.501
2,0.51,ForceWrong,0,0.51,0.534
2,0.51,ForceWrong,0.01,0.506,0.529
2,0.51,ForceWrong,0.02,0.5,0.522
2,0.51,ForceWrong,0.03,0.496,0.516
2,0.51,ForceWrong,0.04,0.488,0.511
2,0.51,ForceWrong,0.05,0.485,0.506
2,0.51,ForceWrong,0.06,0.479,0.502
2,0.51,ForceWrong,0.07,0.475,0.497
2,0.51,ForceWrong,0.08,0.469,0.491
2,0.51,ForceWrong,0.09,0.466,0.485
2,0.51,ForceWrong,0.1,0.46,0.478
2,0.51,ForceWrong,0.11,0.456,0.476
2,0.51,ForceWrong,0.12,0.449,0.47
2,0.51,ForceWrong,0.13,0.443,0.466
2,0.51,ForceWrong,0.14,0.438,0.46
2,0.51,ForceWrong,0.15,0.433,0.454
2,0.51,ForceWrong,0.16,0.428,0.449
2,0.51,ForceWrong,0.17,0.423,0.445
2,0.51,ForceWrong,0.18,0.42,0.438
2,0.51,ForceWrong,0.19,0.412,0.433
2,0.51,ForceWrong,0.2,0.407,0.427
2,0.51,ForceWrong,0.21,0.404,0.423
2,0.51,ForceWrong,0.22,0.398,0.415
2,0.51,ForceWrong,0.23,0.392,0.413
2,0.51,ForceWrong,0.24,0.388,0.407
2,0.51,ForceWrong,0.25,0.382,0.401
2,0.51,ForceWrong,0.26,0.376,0.394
2,0.51,ForceWrong,0.27,0.372,0.39
2,0.51,ForceWrong,0.28,0.367,0.384
2,0.51,ForceWrong,0.29,0.361,0.379
2,0.51,ForceWrong,0.3,0.356,0.374
2,0.51,ForceWrong,0.31,0.354,0.368
2,0.51,ForceWrong,0.32,0.347,0.363
2,0.51,ForceWrong,0.33,0.343,0.356
2,0.51,ForceWrong,0.34,0.338,0.351
2,0.51,ForceWrong,0.35,0.331,0.346
2,0.51,ForceWrong,0.36,0.327,0.341
2,0.51,ForceWrong,0.37,0.32,0.336
2,0.51,ForceWrong,0.38,0.318,0.331
2,0.51,ForceWrong,0.39,0.31,0.325
2,0.51,ForceWrong,0.4,0.304,0.321
2,0.51,ForceWrong,0.41,0.3,0.315
2,0.51,ForceWrong,0.42,0.295,0.31
2,0.51,ForceWrong,0.43,0.292,0.304
2,0.51,ForceWrong,0.44,0.286,0.299
2,0.51,ForceWrong,0.45,0.281,0.294
2,0.51,ForceWrong,0.46,0.275,0.287
2,0.51,ForceWrong,0.47,0.271,0.283
2,0.51,ForceWrong,0.48,0.265,0.277
2,0.51,ForceWrong,0.49,0.262,0.271
2,0.51,ForceWrong,0.5,0.254,0.266
2,0.51,ForceWrong,0.51,0.25,0.261
2,0.51,ForceWrong,0.52,0.244,0.256
2,0.51,ForceWrong,0.53,0.239,0.25
2,0.51,ForceWrong,0.54,0.235,0.245
2,0.51,ForceWrong,0.55,0.23,0.24
2,0.51,ForceWrong,0.56,0.223,0.234
2,0.51,ForceWrong,0.57,0.221,0.229
2,0.51,ForceWrong,0.58,0.214,0.225
2,0.51,ForceWrong,0.59,0.209,0.218
2,0.51,ForceWrong,0.6,0.204,0.212
2,0.51,ForceWrong,0.61,0.199,0.209
2,0.51,ForceWrong,0.62,0.194,0.202
2,0.51,ForceWrong,0.63,0.187,0.196
2,0.51,ForceWrong,0.64,0.184,0.193
2,0.51,ForceWrong,0.65,0.179,0.186
2,0.51,ForceWrong,0.66,0.173,0.18
2,0.51,ForceWrong,0.67,0.168,0.177
2,0.51,ForceWrong,0.68,0.163,0.173
2,0.51,ForceWrong,0.69,0.158,0.165
2,0.51,ForceWrong,0.7,0.155,0.16
2,0.51,ForceWrong,0.71,0.148,0.155
2,0.51,ForceWrong,0.72,0.145,0.15
2,0.51,ForceWrong,0.73,0.137,0.144
2,0.51,ForceWrong,0.74,0.132,0.139
2,0.51,ForceWrong,0.75,0.127,0.133
2,0.51,ForceWrong,0.76,0.121,0.13
2,0.51,ForceWrong,0.77,0.119,0.122
2,0.51,ForceWrong,0.78,0.11,0.117
2,0.51,ForceWrong,0.79,0.107,0.112
2,0.51,ForceWrong,0.8,0.103,0.107
2,0.51,ForceWrong,0.81,0.097,0.101
2,0.51,ForceWrong,0.82,0.091,0.097
2,0.51,ForceWrong,0.83,0.087,0.091
2,0.51,ForceWrong,0.84,0.08,0.085
2,0.51,ForceWrong,0.85,0.077,0.08
2,0.51,ForceWrong,0.86,0.071,0.075
2,0.51,ForceWrong,0.87,0.066,0.069
2,0.51,ForceWrong,0.88,0.061,0.064
2,0.51,ForceWrong,0.89,0.056,0.056
2,0.51,ForceWrong,0.9,0.05,0.052
2,0.51,ForceWrong,0.91,0.047,0.048
2,0.51,ForceWrong,0.92,0.04,0.043
2,0.51,ForceWrong,0.93,0.036,0.038
2,0.51,ForceWrong,0.94,0.03,0.032
2,0.51,ForceWrong,0.95,0.024,0.028
2,0.51,ForceWrong,0.96,0.02,0.02
2,0.51,ForceWrong,0.97,0.015,0.017
2,0.51,ForceWrong,0.98,0.008,0.011
2,0.51,ForceWrong,0.99,0.005,0
2,0.51,ForceWrong,1,0,0
2,0.6,ForceRandom,0,0.602,0.624
2,0.6,ForceRandom,0.01,0.6,0.622
2,0.6,ForceRandom,0.02,0.599,0.621
2,0.6,ForceRandom,0.03,0.595,0.619
2,0.6,ForceRandom,0.04,0.597,0.618
2,0.6,ForceRandom,0.05,0.596,0.616
2,0.6,ForceRandom,0.06,0.595,0.615
2,0.6,ForceRandom,0.07,0.592,0.615
2,0.6,ForceRandom,0.08,0.591,0.614
2,0.6,ForceRandom,0.09,0.59,0.613
2,0.6,ForceRandom,0.1,0.59,0.611
2,0.6,ForceRandom,0.11,0.59,0.61
2,0.6,ForceRandom,0.12,0.589,0.609
2,0.6,ForceRandom,0.13,0.586,0.607
2,0.6,ForceRandom,0.14,0.586,0.605
2,0.6,ForceRandom,0.15,0.583,0.605
2,0.6,ForceRandom,0.16,0.584,0.603
2,0.6,ForceRandom,0.17,0.582,0.603
2,0.6,ForceRandom,0.18,0.583,0.6
2,0.6,ForceRandom,0.19,0.581,0.601
2,0.6,ForceRandom,0.2,0.579,0.599
2,0.6,ForceRandom,0.21,0.58,0.596
2,0.6,ForceRandom,0.22,0.576,0.596
2,0.6,ForceRandom,0.23,0.576,0.593
2,0.6,ForceRandom,0.24,0.578,0.594
2,0.6,ForceRandom,0.25,0.576,0.592
2,0.6,ForceRandom,0.26,0.573,0.591
2,0.6,ForceRandom,0.27,0.572,0.59
2,0.6,ForceRandom,0.28,0.57,0.59
2,0.6,ForceRandom,0.29,0.571,0.587
2,0.6,ForceRandom,0.3,0.571,0.585
2,0.6,ForceRandom,0.31,0.568,0.585
2,0.6,ForceRandom,0.32,0.568,0.584
2,0.6,ForceRandom,0.33,0.567,0.584
2,0.6,ForceRandom,0.34,0.564,0.58
2,0.6,ForceRandom,0.35,0.566,0.58
2,0.6,ForceRandom,0.36,0.562,0.58
2,0.6,ForceRandom,0.37,0.561,0.577
2,0.6,ForceRandom,0.38,0.561,0.576
2,0.6,ForceRandom,0.39,0.562,0.574
2,0.6,ForceRandom,0.4,0.56,0.576
2,0.6,ForceRandom,0.41,0.559,0.573
2,0.6,ForceRandom,0.42,0.557,0.573
2,0.6,ForceRandom,0.43,0.557,0.569
2,0.6,ForceRandom,0.44,0.556,0.57
2,0.6,ForceRandom,0.45,0.555,0.569
2,0.6,ForceRandom,0.46,0.554,0.567
2,0.6,ForceRandom,0.47,0.554,0.566
2,0.6,ForceRandom,0.48,0.55,0.564
2,0.6,ForceRandom,0.49,0.551,0.563
2,0.6,ForceRandom,0.5,0.551,0.562
2,0.6,ForceRandom,0.51,0.547,0.56
2,0.6,ForceRandom,0.52,0.547,0.558
2,0.6,ForceRandom,0.53,0.547,0.557
2,0.6,ForceRandom,0.54,0.545,0.558
2,0.6,ForceRandom,0.55,0.545,0.555
2,0.6,ForceRandom,0.56,0.544,0.554
2,0.6,ForceRandom,0.57,0.542,0.552
2,0.6,ForceRandom,0.58,0.542,0.552
2,0.6,ForceRandom,0.59,0.54,0.552
2,0.6,ForceRandom,0.6,0.54,0.551
2,0.6,ForceRandom,0.61,0.537,0.548
2,0.6,ForceRandom,0.62,0.539,0.547
2,0.6,ForceRandom,0.63,0.538,0.544
2,0.6,ForceRandom,0.64,0.536,0.544
2,0.6,ForceRandom,0.65,0.535,0.544
2,0.6,ForceRandom,0.66,0.534,0.543
2,0.6,ForceRandom,0.67,0.532,0.541
2,0.6,ForceRandom,0.68,0.532,0.54
2,0.6,ForceRandom,0.69,0.532,0.537
2,0.6,ForceRandom,0.7,0.527,0.536
2,0.6,ForceRandom,0.71,0.53,0.537
2,0.6,ForceRandom,0.72,0.528,0.534
2,0.6,ForceRandom,0.73,0.526,0.533
2,0.6,ForceRandom,0.74,0.524,0.531
2,0.6,ForceRandom,0.75,0.524,0.53
2,0.6,ForceRandom,0.76,0.524,0.529
2,0.6,ForceRandom,0.77,0.523,0.53
2,0.6,ForceRandom,0.78,0.522,0.528
2,0.6,ForceRandom,0.79,0.522,0.527
2,0.6,ForceRandom,0.8,0.52,0.525
2,0.6,ForceRandom,0.81,0.52,0.522
2,0.6,ForceRandom,0.82,0.517,0.522
2,0.6,ForceRandom,0.83,0.517,0.522
2,0.6,ForceRandom,0.84,0.516,0.519
2,0.6,ForceRandom,0.85,0.514,0.518
2,0.6,ForceRandom,0.86,0.514,0.518
2,0.6,ForceRandom,0.87,0.515,0.516
2,0.6,ForceRandom,0.88,0.513,0.515
2,0.6,ForceRandom,0.89,0.511,0.514
2,0.6,ForceRandom,0.9,0.511,0.513
2,0.6,ForceRandom,0.91,0.51,0.51
2,0.6,ForceRandom,0.92,0.508,0.508
2,0.6,ForceRandom,0.93,0.505,0.508
2,0.6,ForceRandom,0.94,0.504,0.506
2,0.6,ForceRandom,0.95,0.505,0.506
2,0.6,ForceRandom,0.96,0.505,0.506
2,0.6,ForceRandom,0.97,0.5,0.504
2,0.6,ForceRandom,0.98,0.503,0.504
2,0.6,ForceRandom,0.99,0.502,0.501
2,0.6,ForceRandom,1,0.501,0.5
2,0.6,ForceWrong,0,0.601,0.623
2,0.6,ForceWrong,0.01,0.592,0.618
2,0.6,ForceWrong,0.02,0.589,0.611
2,0.6,ForceWrong,0.03,0.581,0.605
2,0.6,ForceWrong,0.04,0.576,0.598
2,0.6,ForceWrong,0.05,0.571,0.591
2,0.6,ForceWrong,0.06,0.563,0.587
2,0.6,ForceWrong,0.07,0.557,0.579
2,0.6,ForceWrong,0.08,0.552,0.574
2,0.6,ForceWrong,0.09,0.546,0.566
2,0.6,ForceWrong,0.1,0.538,0.56
2,0.6,ForceWrong,0.11,0.534,0.553
2,0.6,ForceWrong,0.12,0.528,0.548
2,0.6,ForceWrong,0.13,0.522,0.543
2,0.6,ForceWrong,0.14,0.516,0.534
2,0.6,ForceWrong,0.15,0.512,0.53
2,0.6,ForceWrong,0.16,0.503,0.522
2,0.6,ForceWrong,0.17,0.498,0.517
2,0.6,ForceWrong,0.18,0.492,0.511
2,0.6,ForceWrong,0.19,0.488,0.506
2,0.6,ForceWrong,0.2,0.482,0.5
2,0.6,ForceWrong,0.21,0.473,0.491
2,0.6,ForceWrong,0.22,0.467,0.486
2,0.6,ForceWrong,0.23,0.464,0.481
2,0.6,ForceWrong,0.24,0.458,0.476
2,0.6,ForceWrong,0.25,0.45,0.468
2,0.6,ForceWrong,0.26,0.444,0.46
2,0.6,ForceWrong,0.27,0.438,0.456
2,0.6,ForceWrong,0.28,0.432,0.448
2,0.6,ForceWrong,0.29,0.425,0.443
2,0.6,ForceWrong,0.3,0.42,0.436
2,0.6,ForceWrong,0.31,0.414,0.429
2,0.6,ForceWrong,0.32,0.412,0.425
2,0.6,ForceWrong,0.33,0.401,0.417
2,0.6,ForceWrong,0.34,0.396,0.413
2,0.6,ForceWrong,0.35,0.389,0.405
2,0.6,ForceWrong,0.36,0.384,0.399
2,0.6,ForceWrong,0.37,0.378,0.391
2,0.6,ForceWrong,0.38,0.371,0.387
2,0.6,ForceWrong,0.39,0.365,0.381
2,0.6,ForceWrong,0.4,0.362,0.374
2,0.6,ForceWrong,0.41,0.354,0.367
2,0.6,ForceWrong,0.42,0.35,0.361
2,0.6,ForceWrong,0.43,0.341,0.354
2,0.6,ForceWrong,0.44,0.336,0.35
2,0.6,ForceWrong,0.45,0.33,0.342
2,0.6,ForceWrong,0.46,0.323,0.337
2,0.6,ForceWrong,0.47,0.317,0.331
2,0.6,ForceWrong,0.48,0.312,0.325
2,0.6,ForceWrong,0.49,0.307,0.318
2,0.6,ForceWrong,0.5,0.3,0.312
2,0.6,ForceWrong,0.51,0.295,0.306
2,0.6,ForceWrong,0.52,0.287,0.298
2,0.6,ForceWrong,0.53,0.282,0.293
2,0.6,ForceWrong,0.54,0.277,0.287
2,0.6,ForceWrong,0.55,0.271,0.281
2,0.6,ForceWrong,0.56,0.264,0.275
2,0.6,ForceWrong,0.57,0.258,0.267
2,0.6,ForceWrong,0.58,0.252,0.262
2,0.6,ForceWrong,0.59,0.245,0.256
2,0.6,ForceWrong,0.6,0.239,0.25
2,0.6,ForceWrong,0.61,0.234,0.244
2,0.6,ForceWrong,0.62,0.228,0.237
2,0.6,ForceWrong,0.63,0.222,0.231
2,0.6,ForceWrong,0.64,0.218,0.225
2,0.6,ForceWrong,0.65,0.21,0.22
2,0.6,ForceWrong,0.66,0.204,0.212
2,0.6,ForceWrong,0.67,0.197,0.206
2,0.6,ForceWrong,0.68,0.192,0.2
2,0.6,ForceWrong,0.69,0.186,0.194
2,0.6,ForceWrong,0.7,0.181,0.186
2,0.6,ForceWrong,0.71,0.175,0.183
2,0.6,ForceWrong,0.72,0.167,0.176
2,0.6,ForceWrong,0.73,0.162,0.167
2,0.6,ForceWrong,0.74,0.157,0.161
2,0.6,ForceWrong,0.75,0.149,0.155
2,0.6,ForceWrong,0.76,0.145,0.149
2,0.6,ForceWrong,0.77,0.137,0.145
2,0.6,ForceWrong,0.78,0.132,0.137
2,0.6,ForceWrong,0.79,0.125,0.131
2,0.6,ForceWrong,0.8,0.12,0.126
2,0.6,ForceWrong,0.81,0.113,0.119
2,0.6,ForceWrong,0.82,0.108,0.111
2,0.6,ForceWrong,0.83,0.102,0.106
2,0.6,ForceWrong,0.84,0.097,0.1
2,0.6,ForceWrong,0.85,0.089,0.093
2,0.6,ForceWrong,0.86,0.084,0.089
2,0.6,ForceWrong,0.87,0.078,0.081
2,0.6,ForceWrong,0.88,0.072,0.075
2,0.6,ForceWrong,0.89,0.066,0.068
2,0.6,ForceWrong,0.9,0.061,0.063
2,0.6,ForceWrong,0.91,0.055,0.055
2,0.6,ForceWrong,0.92,0.047,0.049
2,0.6,ForceWrong,0.93,0.042,0.043
2,0.6,ForceWrong,0.94,0.036,0.037
2,0.6,ForceWrong,0.95,0.03,0.03
2,0.6,ForceWrong,0.96,0.025,0.024
2,0.6,ForceWrong,0.97,0.018,0.018
2,0.6,ForceWrong,0.98,0.01,0.013
2,0.6,ForceWrong,0.99,0.007,0.006
2,0.6,ForceWrong,1,0,0
2,0.7,ForceRandom,0,0.698,0.721
2,0.7,ForceRandom,0.01,0.698,0.719
2,0.7,ForceRandom,0.02,0.696,0.716
2,0.7,ForceRandom,0.03,0.692,0.715
2,0.7,ForceRandom,0.04,0.691,0.711
2,0.7,ForceRandom,0.05,0.688,0.709
2,0.7,ForceRandom,0.06,0.687,0.708
2,0.7,ForceRandom,0.07,0.684,0.707
2,0.7,ForceRandom,0.08,0.683,0.704
2,0.7,ForceRandom,0.09,0.681,0.702
2,0.7,ForceRandom,0.1,0.679,0.7
2,0.7,ForceRandom,0.11,0.676,0.698
2,0.7,ForceRandom,0.12,0.675,0.695
2,0.7,ForceRandom,0.13,0.673,0.691
2,0.7,ForceRandom,0.14,0.67,0.691
2,0.7,ForceRandom,0.15,0.669,0.687
2,0.7,ForceRandom,0.16,0.667,0.686
2,0.7,ForceRandom,0.17,0.664,0.684
2,0.7,ForceRandom,0.18,0.663,0.681
2,0.7,ForceRandom,0.19,0.658,0.68
2,0.7,ForceRandom,0.2,0.66,0.676
2,0.7,ForceRandom,0.21,0.655,0.672
2,0.7,ForceRandom,0.22,0.655,0.672
2,0.7,ForceRandom,0.23,0.653,0.672
2,0.7,ForceRandom,0.24,0.651,0.668
2,0.7,ForceRandom,0.25,0.65,0.667
2,0.7,ForceRandom,0.26,0.647,0.663
2,0.7,ForceRandom,0.27,0.646,0.662
2,0.7,ForceRandom,0.28,0.643,0.66
2,0.7,ForceRandom,0.29,0.64,0.657
2,0.7,ForceRandom,0.3,0.64,0.653
2,0.7,ForceRandom,0.31,0.637,0.653
2,0.7,ForceRandom,0.32,0.635,0.651
2,0.7,ForceRandom,0.33,0.633,0.646
2,0.7,ForceRandom,0.34,0.632,0.646
2,0.7,ForceRandom,0.35,0.629,0.644
2,0.7,ForceRandom,0.36,0.627,0.643
2,0.7,ForceRandom,0.37,0.626,0.638
2,0.7,ForceRandom,0.38,0.623,0.638
