VotersAmount,WantedMeanIQ,HackMode,ForcedWrongVotersPercentage,NaiveCrowdIQ,FactorCrowdIQ
1,0.8,ForceWrong,0.33,0.533,0.53
1,0.8,ForceWrong,0.34,0.523,0.525
1,0.8,ForceWrong,0.35,0.518,0.515
1,0.8,ForceWrong,0.36,0.507,0.507
1,0.8,ForceWrong,0.37,0.5,0.499
1,0.8,ForceWrong,0.38,0.491,0.492
1,0.8,ForceWrong,0.39,0.484,0.484
1,0.8,ForceWrong,0.4,0.475,0.476
1,0.8,ForceWrong,0.41,0.467,0.467
1,0.8,ForceWrong,0.42,0.46,0.46
1,0.8,ForceWrong,0.43,0.451,0.452
1,0.8,ForceWrong,0.44,0.446,0.444
1,0.8,ForceWrong,0.45,0.437,0.437
1,0.8,ForceWrong,0.46,0.428,0.429
1,0.8,ForceWrong,0.47,0.424,0.421
1,0.8,ForceWrong,0.48,0.414,0.411
1,0.8,ForceWrong,0.49,0.404,0.405
1,0.8,ForceWrong,0.5,0.398,0.397
1,0.8,ForceWrong,0.51,0.387,0.39
1,0.8,ForceWrong,0.52,0.381,0.381
1,0.8,ForceWrong,0.53,0.374,0.373
1,0.8,ForceWrong,0.54,0.367,0.365
1,0.8,ForceWrong,0.55,0.356,0.356
1,0.8,ForceWrong,0.56,0.347,0.349
1,0.8,ForceWrong,0.57,0.34,0.34
1,0.8,ForceWrong,0.58,0.335,0.334
1,0.8,ForceWrong,0.59,0.326,0.325
1,0.8,ForceWrong,0.6,0.318,0.318
1,0.8,ForceWrong,0.61,0.309,0.309
1,0.8,ForceWrong,0.62,0.301,0.301
1,0.8,ForceWrong,0.63,0.294,0.294
1,0.8,ForceWrong,0.64,0.285,0.284
1,0.8,ForceWrong,0.65,0.277,0.277
1,0.8,ForceWrong,0.66,0.271,0.269
1,0.8,ForceWrong,0.67,0.264,0.261
1,0.8,ForceWrong,0.68,0.253,0.255
1,0.8,ForceWrong,0.69,0.246,0.245
1,0.8,ForceWrong,0.7,0.238,0.237
1,0.8,ForceWrong,0.71,0.231,0.23
1,0.8,ForceWrong,0.72,0.223,0.221
1,0.8,ForceWrong,0.73,0.216,0.215
1,0.8,ForceWrong,0.74,0.205,0.207
1,0.8,ForceWrong,0.75,0.197,0.198
1,0.8,ForceWrong,0.76,0.19,0.189
1,0.8,ForceWrong,0.77,0.183,0.182
1,0.8,ForceWrong,0.78,0.175,0.175
1,0.8,ForceWrong,0.79,0.167,0.166
1,0.8,ForceWrong,0.8,0.158,0.158
1,0.8,ForceWrong,0.81,0.151,0.152
1,0.8,ForceWrong,0.82,0.144,0.143
1,0.8,ForceWrong,0.83,0.135,0.135
1,0.8,ForceWrong,0.84,0.127,0.127
1,0.8,ForceWrong,0.85,0.119,0.119
1,0.8,ForceWrong,0.86,0.11,0.112
1,0.8,ForceWrong,0.87,0.102,0.103
1,0.8,ForceWrong,0.88,0.096,0.095
1,0.8,ForceWrong,0.89,0.087,0.087
1,0.8,ForceWrong,0.9,0.078,0.082
1,0.8,ForceWrong,0.91,0.072,0.072
1,0.8,ForceWrong,0.92,0.062,0.064
1,0.8,ForceWrong,0.93,0.055,0.055
1,0.8,ForceWrong,0.94,0.047,0.048
1,0.8,ForceWrong,0.95,0.039,0.04
1,0.8,ForceWrong,0.96,0.031,0.031
1,0.8,ForceWrong,0.97,0.024,0.025
1,0.8,ForceWrong,0.98,0.017,0.016
1,0.8,ForceWrong,0.99,0.008,0.007
1,0.8,ForceWrong,1,0,0
2,0.45,ForceRandom,0,0.448,0.473
2,0.45,ForceRandom,0.01,0.449,0.474
2,0.45,ForceRandom,0.02,0.45,0.475
2,0.45,ForceRandom,0.03,0.451,0.474
2,0.45,ForceRandom,0.04,0.453,0.476
2,0.45,ForceRandom,0.05,0.452,0.475
2,0.45,ForceRandom,0.06,0.454,0.475
2,0.45,ForceRandom,0.07,0.455,0.477
2,0.45,ForceRandom,0.08,0.453,0.476
2,0.45,ForceRandom,0.09,0.455,0.477
2,0.45,ForceRandom,0.1,0.457,0.475
2,0.45,ForceRandom,0.11,0.456,0.478
2,0.45,ForceRandom,0.12,0.454,0.478
2,0.45,ForceRandom,0.13,0.455,0.478
2,0.45,ForceRandom,0.14,0.457,0.476
2,0.45,ForceRandom,0.15,0.457,0.476
2,0.45,ForceRandom,0.16,0.458,0.478
2,0.45,ForceRandom,0.17,0.459,0.478
2,0.45,ForceRandom,0.18,0.46,0.478
2,0.45,ForceRandom,0.19,0.459,0.479
2,0.45,ForceRandom,0.2,0.46,0.478
2,0.45,ForceRandom,0.21,0.46,0.479
2,0.45,ForceRandom,0.22,0.461,0.48
2,0.45,ForceRandom,0.23,0.462,0.478
2,0.45,ForceRandom,0.24,0.462,0.481
2,0.45,ForceRandom,0.25,0.464,0.482
2,0.45,ForceRandom,0.26,0.463,0.48
2,0.45,ForceRandom,0.27,0.463,0.48
2,0.45,ForceRandom,0.28,0.465,0.48
2,0.45,ForceRandom,0.29,0.465,0.481
2,0.45,ForceRandom,0.3,0.465,0.482
2,0.45,ForceRandom,0.31,0.466,0.482
2,0.45,ForceRandom,0.32,0.466,0.482
2,0.45,ForceRandom,0.33,0.469,0.483
2,0.45,ForceRandom,0.34,0.467,0.485
2,0.45,ForceRandom,0.35,0.467,0.483
2,0.45,ForceRandom,0.36,0.468,0.484
2,0.45,ForceRandom,0.37,0.47,0.484
2,0.45,ForceRandom,0.38,0.469,0.482
2,0.45,ForceRandom,0.39,0.47,0.483
2,0.45,ForceRandom,0.4,0.47,0.485
2,0.45,ForceRandom,0.41,0.471,0.482
2,0.45,ForceRandom,0.42,0.472,0.484
2,0.45,ForceRandom,0.43,0.473,0.485
2,0.45,ForceRandom,0.44,0.473,0.484
2,0.45,ForceRandom,0.45,0.472,0.486
2,0.45,ForceRandom,0.46,0.473,0.487
2,0.45,ForceRandom,0.47,0.474,0.486
2,0.45,ForceRandom,0.48,0.474,0.487
2,0.45,ForceRandom,0.49,0.475,0.486
2,0.45,ForceRandom,0.5,0.473,0.486
2,0.45,ForceRandom,0.51,0.476,0.488
2,0.45,ForceRandom,0.52,0.476,0.487
2,0.45,ForceRandom,0.53,0.476,0.487
2,0.45,ForceRandom,0.54,0.476,0.489
2,0.45,ForceRandom,0.55,0.477,0.489
2,0.45,ForceRandom,0.56,0.479,0.487
2,0.45,ForceRandom,0.57,0.477,0.489
2,0.45,ForceRandom,0.58,0.481,0.489
2,0.45,ForceRandom,0.59,0.479,0.489
2,0.45,ForceRandom,0.6,0.479,0.488
2,0.45,ForceRandom,0.61,0.481,0.491
2,0.45,ForceRandom,0.62,0.482,0.488
2,0.45,ForceRandom,0.63,0.482,0.491
2,0.45,ForceRandom,0.64,0.481,0.491
2,0.45,ForceRandom,0.65,0.483,0.491
2,0.45,ForceRandom,0.66,0.483,0.491
2,0.45,ForceRandom,0.67,0.485,0.492
2,0.45,ForceRandom,0.68,0.483,0.493
2,0.45,ForceRandom,0.69,0.485,0.491
2,0.45,ForceRandom,0.7,0.485,0.492
2,0.45,ForceRandom,0.71,0.484,0.493
2,0.45,ForceRandom,0.72,0.486,0.493
2,0.45,ForceRandom,0.73,0.485,0.493
2,0.45,ForceRandom,0.74,0.486,0.495
2,0.45,ForceRandom,0.75,0.487,0.495
2,0.45,ForceRandom,0.76,0.49,0.494
2,0.45,ForceRandom,0.77,0.49,0.492
2,0.45,ForceRandom,0.78,0.49,0.494
2,0.45,ForceRandom,0.79,0.491,0.494
2,0.45,ForceRandom,0.8,0.49,0.495
2,0.45,ForceRandom,0.81,0.49,0.494
2,0.45,ForceRandom,0.82,0.492,0.496
2,0.45,ForceRandom,0.83,0.491,0.496
2,0.45,ForceRandom,0.84,0.491,0.494
2,0.45,ForceRandom,0.85,0.492,0.497
2,0.45,ForceRandom,0.86,0.494,0.496
2,0.45,ForceRandom,0.87,0.494,0.496
2,0.45,ForceRandom,0.88,0.493,0.496
2,0.45,ForceRandom,0.89,0.495,0.499
2,0.45,ForceRandom,0.9,0.495,0.497
2,0.45,ForceRandom,0.91,0.495,0.496
2,0.45,ForceRandom,0.92,0.495,0.497
2,0.45,ForceRandom,0.93,0.498,0.498
2,0.45,ForceRandom,0.94,0.496,0.499
2,0.45,ForceRandom,0.95,0.495,0.498
2,0.45,ForceRandom,0.96,0.498,0.499
2,0.45,ForceRandom,0.97,0.5,0.499
2,0.45,ForceRandom,0.98,0.498,0.499
2,0.45,ForceRandom,0.99,0.498,0.5
2,0.45,ForceRandom,1,0.499,0.499
2,0.45,ForceWrong,0,0.45,0.473
2,0.45,ForceWrong,0.01,0.445,0.468
2,0.45,ForceWrong,0.02,0.442,0.465
2,0.45,ForceWrong,0.03,0.437,0.461
2,0.45,ForceWrong,0.04,0.433,0.456
2,0.45,ForceWrong,0.05,0.427,0.451
2,0.45,ForceWrong,0.06,0.423,0.446
2,0.45,ForceWrong,0.07,0.42,0.441
2,0.45,ForceWrong,0.08,0.413,0.435
2,0.45,ForceWrong,0.09,0.411,0.431
2,0.45,ForceWrong,0.1,0.405,0.426
2,0.45,ForceWrong,0.11,0.4,0.423
2,0.45,ForceWrong,0.12,0.396,0.417
2,0.45,ForceWrong,0.13,0.391,0.412
2,0.45,ForceWrong,0.14,0.388,0.406
2,0.45,ForceWrong,0.15,0.383,0.402
2,0.45,ForceWrong,0.16,0.378,0.397
2,0.45,ForceWrong,0.17,0.372,0.394
2,0.45,ForceWrong,0.18,0.368,0.39
2,0.45,ForceWrong,0.19,0.364,0.384
2,0.45,ForceWrong,0.2,0.361,0.381
2,0.45,ForceWrong,0.21,0.355,0.375
2,0.45,ForceWrong,0.22,0.352,0.371
2,0.45,ForceWrong,0.23,0.346,0.364
2,0.45,ForceWrong,0.24,0.343,0.36
2,0.45,ForceWrong,0.25,0.337,0.355
2,0.45,ForceWrong,0.26,0.334,0.35
2,0.45,ForceWrong,0.27,0.328,0.346
2,0.45,ForceWrong,0.28,0.324,0.341
2,0.45,ForceWrong,0.29,0.318,0.338
2,0.45,ForceWrong,0.3,0.315,0.331
2,0.45,ForceWrong,0.31,0.309,0.328
2,0.45,ForceWrong,0.32,0.307,0.324
2,0.45,ForceWrong,0.33,0.303,0.318
2,0.45,ForceWrong,0.34,0.297,0.313
2,0.45,ForceWrong,0.35,0.293,0.307
2,0.45,ForceWrong,0.36,0.288,0.304
2,0.45,ForceWrong,0.37,0.283,0.3
2,0.45,ForceWrong,0.38,0.28,0.293
2,0.45,ForceWrong,0.39,0.273,0.288
2,0.45,ForceWrong,0.4,0.268,0.284
2,0.45,ForceWrong,0.41,0.267,0.28
2,0.45,ForceWrong,0.42,0.261,0.273
2,0.45,ForceWrong,0.43,0.255,0.271
2,0.45,ForceWrong,0.44,0.252,0.266
2,0.45,ForceWrong,0.45,0.248,0.26
2,0.45,ForceWrong,0.46,0.243,0.257
2,0.45,ForceWrong,0.47,0.238,0.251
2,0.45,ForceWrong,0.48,0.233,0.245
2,0.45,ForceWrong,0.49,0.23,0.242
2,0.45,ForceWrong,0.5,0.225,0.237
2,0.45,ForceWrong,0.51,0.22,0.232
2,0.45,ForceWrong,0.52,0.216,0.228
2,0.45,ForceWrong,0.53,0.211,0.223
2,0.45,ForceWrong,0.54,0.207,0.219
2,0.45,ForceWrong,0.55,0.204,0.215
2,0.45,ForceWrong,0.56,0.199,0.207
2,0.45,ForceWrong,0.57,0.193,0.205
2,0.45,ForceWrong,0.58,0.19,0.198
2,0.45,ForceWrong,0.59,0.186,0.193
2,0.45,ForceWrong,0.6,0.178,0.189
2,0.45,ForceWrong,0.61,0.177,0.186
2,0.45,ForceWrong,0.62,0.171,0.179
2,0.45,ForceWrong,0.63,0.168,0.178
2,0.45,ForceWrong,0.64,0.162,0.169
2,0.45,ForceWrong,0.65,0.156,0.167
2,0.45,ForceWrong,0.66,0.153,0.161
2,0.45,ForceWrong,0.67,0.15,0.156
2,0.45,ForceWrong,0.68,0.145,0.152
2,0.45,ForceWrong,0.69,0.138,0.148
2,0.45,ForceWrong,0.7,0.136,0.141
2,0.45,ForceWrong,0.71,0.13,0.139
2,0.45,ForceWrong,0.72,0.126,0.133
2,0.45,ForceWrong,0.73,0.121,0.127
2,0.45,ForceWrong,0.74,0.119,0.122
2,0.45,ForceWrong,0.75,0.113,0.119
2,0.45,ForceWrong,0.76,0.108,0.115
2,0.45,ForceWrong,0.77,0.102,0.108
2,0.45,ForceWrong,0.78,0.099,0.105
2,0.45,ForceWrong,0.79,0.095,0.101
2,0.45,ForceWrong,0.8,0.091,0.094
2,0.45,ForceWrong,0.81,0.086,0.09
2,0.45,ForceWrong,0.82,0.082,0.086
2,0.45,ForceWrong,0.83,0.075,0.08
2,0.45,ForceWrong,0.84,0.07,0.075
2,0.45,ForceWrong,0.85,0.066,0.07
2,0.45,ForceWrong,0.86,0.063,0.068
2,0.45,ForceWrong,0.87,0.058,0.06
2,0.45,ForceWrong,0.88,0.055,0.057
2,0.45,ForceWrong,0.89,0.049,0.053
2,0.45,ForceWrong,0.9,0.044,0.049
2,0.45,ForceWrong,0.91,0.041,0.041
2,0.45,ForceWrong,0.92,0.035,0.037
2,0.45,ForceWrong,0.93,0.031,0.033
2,0.45,ForceWrong,0.94,0.026,0.029
2,0.45,ForceWrong,0.95,0.024,0.023
2,0.45,ForceWrong,0.96,0.017,0.018
2,0.45,ForceWrong,0.97,0.014,0.014
2,0.45,ForceWrong,0.98,0.009,0.009
2,0.45,ForceWrong,0.99,0.003,0.005
2,0.45,ForceWrong,1,0,0
2,0.49,ForceRandom,0,0.487,0.514
2,0.49,ForceRandom,0.01,0.491,0.513
2,0.49,ForceRandom,0.02,0.489,0.512
2,0.49,ForceRandom,0.03,0.49,0.514
2,0.49,ForceRandom,0.04,0.488,0.513
2,0.49,ForceRandom,0.05,0.491,0.512
2,0.49,ForceRandom,0.06,0.491,0.513
2,0.49,ForceRandom,0.07,0.491,0.513
2,0.49,ForceRandom,0.08,0.49,0.51
2,0.49,ForceRandom,0.09,0.49,0.511
2,0.49,ForceRandom,0.1,0.492,0.513
2,0.49,ForceRandom,0.11,0.489,0.512
2,0.49,ForceRandom,0.12,0.491,0.513
2,0.49,ForceRandom,0.13,0.493,0.513
2,0.49,ForceRandom,0.14,0.493,0.512
2,0.49,ForceRandom,0.15,0.492,0.511
2,0.49,ForceRandom,0.16,0.492,0.512
2,0.49,ForceRandom,0.17,0.491,0.511
2,0.49,ForceRandom,0.18,0.492,0.511
2,0.49,ForceRandom,0.19,0.493,0.511
2,0.49,ForceRandom,0.2,0.492,0.513
2,0.49,ForceRandom,0.21,0.492,0.511
2,0.49,ForceRandom,0.22,0.492,0.509
2,0.49,ForceRandom,0.23,0.492,0.51
2,0.49,ForceRandom,0.24,0.493,0.51
2,0.49,ForceRandom,0.25,0.493,0.509
2,0.49,ForceRandom,0.26,0.493,0.512
2,0.49,ForceRandom,0.27,0.492,0.511
2,0.49,ForceRandom,0.28,0.494,0.508
2,0.49,ForceRandom,0.29,0.493,0.51
2,0.49,ForceRandom,0.3,0.492,0.51
2,0.49,ForceRandom,0.31,0.492,0.51
2,0.49,ForceRandom,0.32,0.495,0.51
2,0.49,ForceRandom,0.33,0.493,0.509
2,0.49,ForceRandom,0.34,0.491,0.508
2,0.49,ForceRandom,0.35,0.493,0.509
2,0.49,ForceRandom,0.36,0.493,0.509
2,0.49,ForceRandom,0.37,0.493,0.511
2,0.49,ForceRandom,0.38,0.495,0.508
2,0.49,ForceRandom,0.39,0.493,0.508
2,0.49,ForceRandom,0.4,0.494,0.509
2,0.49,ForceRandom,0.41,0.494,0.509
2,0.49,ForceRandom,0.42,0.496,0.51
2,0.49,ForceRandom,0.43,0.493,0.509
2,0.49,ForceRandom,0.44,0.495,0.508
2,0.49,ForceRandom,0.45,0.494,0.508
2,0.49,ForceRandom,0.46,0.495,0.507
2,0.49,ForceRandom,0.47,0.496,0.508
2,0.49,ForceRandom,0.48,0.494,0.506
2,0.49,ForceRandom,0.49,0.494,0.508
2,0.49,ForceRandom,0.5,0.494,0.507
2,0.49,ForceRandom,0.51,0.492,0.506
2,0.49,ForceRandom,0.52,0.495,0.506
2,0.49,ForceRandom,0.53,0.496,0.506
2,0.49,ForceRandom,0.54,0.495,0.506
2,0.49,ForceRandom,0.55,0.497,0.507
2,0.49,ForceRandom,0.56,0.496,0.506
2,0.49,ForceRandom,0.57,0.496,0.506
2,0.49,ForceRandom,0.58,0.496,0.506
2,0.49,ForceRandom,0.59,0.496,0.502
2,0.49,ForceRandom,0.6,0.495,0.506
2,0.49,ForceRandom,0.61,0.497,0.508
2,0.49,ForceRandom,0.62,0.494,0.505
2,0.49,ForceRandom,0.63,0.497,0.504
2,0.49,ForceRandom,0.64,0.496,0.506
2,0.49,ForceRandom,0.65,0.497,0.504
2,0.49,ForceRandom,0.66,0.499,0.506
2,0.49,ForceRandom,0.67,0.499,0.503
2,0.49,ForceRandom,0.68,0.497,0.505
2,0.49,ForceRandom,0.69,0.495,0.504
2,0.49,ForceRandom,0.7,0.496,0.505
2,0.49,ForceRandom,0.71,0.498,0.504
2,0.49,ForceRandom,0.72,0.498,0.505
2,0.49,ForceRandom,0.73,0.497,0.505
2,0.49,ForceRandom,0.74,0.498,0.503
2,0.49,ForceRandom,0.75,0.497,0.503
2,0.49,ForceRandom,0.76,0.499,0.503
2,0.49,ForceRandom,0.77,0.499,0.503
2,0.49,ForceRandom,0.78,0.499,0.502
2,0.49,ForceRandom,0.79,0.499,0.503
2,0.49,ForceRandom,0.8,0.497,0.502
2,0.49,ForceRandom,0.81,0.496,0.502
2,0.49,ForceRandom,0.82,0.499,0.502
2,0.49,ForceRandom,0.83,0.497,0.503
2,0.49,ForceRandom,0.84,0.498,0.501
2,0.49,ForceRandom,0.85,0.498,0.502
2,0.49,ForceRandom,0.86,0.497,0.501
2,0.49,ForceRandom,0.87,0.497,0.503
2,0.49,ForceRandom,0.88,0.499,0.502
2,0.49,ForceRandom,0.89,0.498,0.502
2,0.49,ForceRandom,0.9,0.499,0.503
2,0.49,ForceRandom,0.91,0.497,0.502
2,0.49,ForceRandom,0.92,0.5,0.5
2,0.49,ForceRandom,0.93,0.498,0.503
2,0.49,ForceRandom,0.94,0.5,0.498
2,0.49,ForceRandom,0.95,0.499,0.499
2,0.49,ForceRandom,0.96,0.499,0.503
2,0.49,ForceRandom,0.97,0.501,0.499
2,0.49,ForceRandom,0.98,0.501,0.501
2,0.49,ForceRandom,0.99,0.498,0.501
2,0.49,ForceRandom,1,0.499,0.499
2,0.49,ForceWrong,0,0.489,0.514
2,0.49,ForceWrong,0.01,0.485,0.508
2,0.49,ForceWrong,0.02,0.48,0.503
2,0.49,ForceWrong,0.03,0.475,0.498
2,0.49,ForceWrong,0.04,0.47,0.493
2,0.49,ForceWrong,0.05,0.465,0.489
2,0.49,ForceWrong,0.06,0.462,0.482
2,0.49,ForceWrong,0.07,0.457,0.478
2,0.49,ForceWrong,0.08,0.45,0.472
2,0.49,ForceWrong,0.09,0.446,0.467
2,0.49,ForceWrong,0.1,0.441,0.463
2,0.49,ForceWrong,0.11,0.437,0.457
2,0.49,ForceWrong,0.12,0.43,0.453
2,0.49,ForceWrong,0.13,0.426,0.447
2,0.49,ForceWrong,0.14,0.423,0.441
2,0.49,ForceWrong,0.15,0.415,0.436
2,0.49,ForceWrong,0.16,0.413,0.433
2,0.49,ForceWrong,0.17,0.409,0.427
2,0.49,ForceWrong,0.18,0.403,0.423
2,0.49,ForceWrong,0.19,0.396,0.416
2,0.49,ForceWrong,0.2,0.394,0.411
2,0.49,ForceWrong,0.21,0.387,0.407
2,0.49,ForceWrong,0.22,0.382,0.402
2,0.49,ForceWrong,0.23,0.377,0.395
2,0.49,ForceWrong,0.24,0.371,0.391
2,0.49,ForceWrong,0.25,0.368,0.385
2,0.49,ForceWrong,0.26,0.363,0.381
2,0.49,ForceWrong,0.27,0.358,0.374
2,0.49,ForceWrong,0.28,0.353,0.371
2,0.49,ForceWrong,0.29,0.348,0.366
2,0.49,ForceWrong,0.3,0.342,0.359
2,0.49,ForceWrong,0.31,0.337,0.355
2,0.49,ForceWrong,0.32,0.333,0.351
2,0.49,ForceWrong,0.33,0.328,0.344
2,0.49,ForceWrong,0.34,0.323,0.339
2,0.49,ForceWrong,0.35,0.319,0.335
2,0.49,ForceWrong,0.36,0.314,0.329
2,0.49,ForceWrong,0.37,0.31,0.324
2,0.49,ForceWrong,0.38,0.304,0.318
2,0.49,ForceWrong,0.39,0.3,0.312
2,0.49,ForceWrong,0.4,0.294,0.309
2,0.49,ForceWrong,0.41,0.29,0.303
2,0.49,ForceWrong,0.42,0.285,0.297
2,0.49,ForceWrong,0.43,0.279,0.294
2,0.49,ForceWrong,0.44,0.274,0.287
2,0.49,ForceWrong,0.45,0.269,0.283
2,0.49,ForceWrong,0.46,0.265,0.279
2,0.49,ForceWrong,0.47,0.261,0.272
2,0.49,ForceWrong,0.48,0.256,0.267
2,0.49,ForceWrong,0.49,0.25,0.263
2,0.49,ForceWrong,0.5,0.245,0.257
2,0.49,ForceWrong,0.51,0.24,0.253
2,0.49,ForceWrong,0.52,0.235,0.246
2,0.49,ForceWrong,0.53,0.231,0.242
2,0.49,ForceWrong,0.54,0.225,0.234
2,0.49,ForceWrong,0.55,0.221,0.231
2,0.49,ForceWrong,0.56,0.215,0.227
2,0.49,ForceWrong,0.57,0.211,0.221
2,0.49,ForceWrong,0.58,0.206,0.215
2,0.49,ForceWrong,0.59,0.202,0.21
2,0.49,ForceWrong,0.6,0.197,0.206
2,0.49,ForceWrong,0.61,0.193,0.201
2,0.49,ForceWrong,0.62,0.186,0.195
2,0.49,ForceWrong,0.63,0.182,0.19
2,0.49,ForceWrong,0.64,0.176,0.185
2,0.49,ForceWrong,0.65,0.172,0.18
2,0.49,ForceWrong,0.66,0.168,0.176
2,0.49,ForceWrong,0.67,0.162,0.17
2,0.49,ForceWrong,0.68,0.157,0.167
2,0.49,ForceWrong,0.69,0.153,0.16
2,0.49,ForceWrong,0.7,0.146,0.155
2,0.49,ForceWrong,0.71,0.143,0.151
2,0.49,ForceWrong,0.72,0.137,0.143
2,0.49,ForceWrong,0.73,0.131,0.138
2,0.49,ForceWrong,0.74,0.126,0.133
2,0.49,ForceWrong,0.75,0.123,0.129
2,0.49,ForceWrong,0.76,0.118,0.124
2,0.49,ForceWrong,0.77,0.114,0.118
2,0.49,ForceWrong,0.78,0.108,0.112
2,0.49,ForceWrong,0.79,0.102,0.108
2,0.49,ForceWrong,0.8,0.097,0.103
2,0.49,ForceWrong,0.81,0.092,0.098
2,0.49,ForceWrong,0.82,0.089,0.09
2,0.49,ForceWrong,0.83,0.082,0.088
2,0.49,ForceWrong,0.84,0.078,0.084
2,0.49,ForceWrong,0.85,0.074,0.079
2,0.49,ForceWrong,0.86,0.068,0.071
2,0.49,ForceWrong,0.87,0.064,0.066
2,0.49,ForceWrong,0.88,0.058,0.061
2,0.49,ForceWrong,0.89,0.054,0.054
2,0.49,ForceWrong,0.9,0.05,0.051
2,0.49,ForceWrong,0.91,0.043,0.045
2,0.49,ForceWrong,0.92,0.04,0.042
2,0.49,ForceWrong,0.93,0.033,0.036
2,0.49,ForceWrong,0.94,0.03,0.03
2,0.49,ForceWrong,0.95,0.024,0.027
2,0.49,ForceWrong,0.96,0.018,0.02
2,0.49,ForceWrong,0.97,0.015,0.015
2,0.49,ForceWrong,0.98,0.011,0.01
2,0.49,ForceWrong,0.99,0.006,0.007
2,0.49,ForceWrong,1,0,0
2,0.5,ForceRandom,0,0.5,0.523
2,0.5,ForceRandom,0.01,0.501,0.524
2,0.5,ForceRandom,0.02,0.5,0.523
2,0.5,ForceRandom,0.03,0.501,0.522
2,0.5,ForceRandom,0.04,0.501,0.522
2,0.5,ForceRandom,0.05,0.5,0.523
2,0.5,ForceRandom,0.06,0.499,0.522
2,0.5,ForceRandom,0.07,0.499,0.521
2,0.5,ForceRandom,0.08,0.5,0.521
2,0.5,ForceRandom,0.09,0.501,0.521
2,0.5,ForceRandom,0.1,0.499,0.522
2,0.5,ForceRandom,0.11,0.499,0.52
2,0.5,ForceRandom,0.12,0.501,0.523
2,0.5,ForceRandom,0.13,0.499,0.522
2,0.5,ForceRandom,0.14,0.502,0.521
2,0.5,ForceRandom,0.15,0.499,0.521
2,0.5,ForceRandom,0.16,0.502,0.521
2,0.5,ForceRandom,0.17,0.498,0.52
2,0.5,ForceRandom,0.18,0.5,0.52
2,0.5,ForceRandom,0.19,0.5,0.518
2,0.5,ForceRandom,0.2,0.499,0.519
2,0.5,ForceRandom,0.21,0.5,0.518
2,0.5,ForceRandom,0.22,0.503,0.519
2,0.5,ForceRandom,0.23,0.5,0.519
2,0.5,ForceRandom,0.24,0.5,0.517
2,0.5,ForceRandom,0.25,0.498,0.519
2,0.5,ForceRandom,0.26,0.501,0.516
2,0.5,ForceRandom,0.27,0.499,0.516
2,0.5,ForceRandom,0.28,0.5,0.517
2,0.5,ForceRandom,0.29,0.5,0.516
2,0.5,ForceRandom,0.3,0.499,0.516
2,0.5,ForceRandom,0.31,0.499,0.516
2,0.5,ForceRandom,0.32,0.502,0.517
2,0.5,ForceRandom,0.33,0.5,0.518
2,0.5,ForceRandom,0.34,0.501,0.516
2,0.5,ForceRandom,0.35,0.499,0.515
2,0.5,ForceRandom,0.36,0.5,0.515
2,0.5,ForceRandom,0.37,0.498,0.516
2,0.5,ForceRandom,0.38,0.498,0.515
2,0.5,ForceRandom,0.39,0.501,0.515
2,0.5,ForceRandom,0.4,0.501,0.516
2,0.5,ForceRandom,0.41,0.499,0.514
2,0.5,ForceRandom,0.42,0.5,0.514
2,0.5,ForceRandom,0.43,0.499,0.515
2,0.5,ForceRandom,0.44,0.501,0.514
2,0.5,ForceRandom,0.45,0.501,0.514
2,0.5,ForceRandom,0.46,0.501,0.513
2,0.5,ForceRandom,0.47,0.5,0.513
2,0.5,ForceRandom,0.48,0.499,0.512
2,0.5,ForceRandom,0.49,0.498,0.512
2,0.5,ForceRandom,0.5,0.5,0.511
2,0.5,ForceRandom,0.51,0.5,0.512
2,0.5,ForceRandom,0.52,0.501,0.512
2,0.5,ForceRandom,0.53,0.501,0.51
2,0.5,ForceRandom,0.54,0.5,0.51
2,0.5,ForceRandom,0.55,0.499,0.512
2,0.5,ForceRandom,0.56,0.501,0.512
2,0.5,ForceRandom,0.57,0.498,0.51
2,0.5,ForceRandom,0.58,0.501,0.508
2,0.5,ForceRandom,0.59,0.5,0.51
2,0.5,ForceRandom,0.6,0.501,0.51
2,0.5,ForceRandom,0.61,0.499,0.51
2,0.5,ForceRandom,0.62,0.5,0.51
2,0.5,ForceRandom,0.63,0.5,0.508
2,0.5,ForceRandom,0.64,0.5,0.508
2,0.5,ForceRandom,0.65,0.499,0.508
2,0.5,ForceRandom,0.66,0.499,0.508
2,0.5,ForceRandom,0.67,0.499,0.511
2,0.5,ForceRandom,0.68,0.501,0.507
2,0.5,ForceRandom,0.69,0.5,0.508
2,0.5,ForceRandom,0.7,0.501,0.509
2,0.5,ForceRandom,0.71,0.501,0.505
2,0.5,ForceRandom,0.72,0.5,0.506
2,0.5,ForceRandom,0.73,0.501,0.506
2,0.5,ForceRandom,0.74,0.499,0.506
2,0.5,ForceRandom,0.75,0.501,0.506
2,0.5,ForceRandom,0.76,0.498,0.506
2,0.5,ForceRandom,0.77,0.501,0.505
2,0.5,ForceRandom,0.78,0.5,0.506
2,0.5,ForceRandom,0.79,0.5,0.504
2,0.5,ForceRandom,0.8,0.501,0.504
2,0.5,ForceRandom,0.81,0.501,0.505
2,0.5,ForceRandom,0.82,0.5,0.505
2,0.5,ForceRandom,0.83,0.5,0.504
2,0.5,ForceRandom,0.84,0.501,0.505
2,0.5,ForceRandom,0.85,0.5,0.503
