VotersAmount,Treshold00Probability,Treshold10Probability,Treshold20Probability,Treshold30Probability,Treshold40Probability,Treshold50Probability,Treshold60Probability,Treshold70Probability,Treshold80Probability,Treshold90Probability,Treshold100Probability,Treshold00AverageVotersAmount,Treshold10AverageVotersAmount,Treshold20AverageVotersAmount,Treshold30AverageVotersAmount,Treshold40AverageVotersAmount,Treshold50AverageVotersAmount,Treshold60AverageVotersAmount,Treshold70AverageVotersAmount,Treshold80AverageVotersAmount,Treshold90AverageVotersAmount,Treshold100AverageVotersAmount
2890,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.13,2890.00,2890.00,2888.87,2023.00,1734.00,1445.00,1156.00,867.00,578.00,361.86,361.83
2900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.14,2900.00,2900.00,2900.00,2030.00,1740.00,1450.00,1160.00,870.00,580.00,363.11,363.09
2910,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.13,2910.00,2910.00,2908.86,2037.00,1746.00,1455.00,1164.00,873.00,582.00,364.30,364.39
2920,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.13,2920.00,2920.00,2918.86,2044.00,1752.00,1460.00,1168.00,876.00,584.00,365.61,365.56
2930,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.13,2930.00,2930.00,2928.86,2051.00,1758.00,1465.00,1172.00,879.00,586.00,366.91,366.89
2940,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.13,2940.00,2940.00,2936.55,2058.00,1764.00,1470.00,1176.00,882.00,588.00,367.96,368.05
2950,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.13,2950.00,2950.00,2948.85,2065.00,1770.00,1475.00,1180.00,885.00,590.00,369.35,369.37
2960,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.13,2960.00,2960.00,2958.84,2072.00,1776.00,1480.00,1184.00,888.00,592.00,370.55,370.58
2970,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.13,2970.00,2970.00,2968.84,2079.00,1782.00,1485.00,1188.00,891.00,594.00,371.83,371.85
2980,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.13,2980.00,2980.00,2974.18,2086.00,1788.00,1490.00,1192.00,894.00,596.00,373.08,373.08
2990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.13,2990.00,2990.00,2987.66,2093.00,1794.00,1495.00,1196.00,897.00,598.00,374.39,374.38
3000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.13,3000.00,3000.00,2996.48,2100.00,1800.00,1500.00,1200.00,900.00,600.00,375.65,375.60
3010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.13,3010.00,3010.00,3010.00,2107.00,1806.00,1505.00,1204.00,903.00,602.00,376.78,376.91
3020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.13,3020.00,3020.00,3018.82,2114.00,1812.00,1510.00,1208.00,906.00,604.00,378.20,378.05
3030,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.13,3030.00,3030.00,3026.45,2121.00,1818.00,1515.00,1212.00,909.00,606.00,379.27,379.25
3040,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.13,3040.00,3040.00,3040.00,2128.00,1824.00,1520.00,1216.00,912.00,608.00,380.62,380.55
3050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.13,3050.00,3050.00,3048.81,2135.00,1830.00,1525.00,1220.00,915.00,610.00,381.92,381.87
3060,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.13,3060.00,3060.00,3057.61,2142.00,1836.00,1530.00,1224.00,918.00,612.00,383.06,383.10
3070,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.13,3070.00,3070.00,3068.80,2149.00,1842.00,1535.00,1228.00,921.00,614.00,384.39,384.33
3080,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.13,3080.00,3080.00,3077.59,2156.00,1848.00,1540.00,1232.00,924.00,616.00,385.57,385.66
3090,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.13,3090.00,3090.00,3090.00,2163.00,1854.00,1545.00,1236.00,927.00,618.00,386.89,386.87
3100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.13,3100.00,3100.00,3100.00,2170.00,1860.00,1550.00,1240.00,930.00,620.00,388.18,388.06
3110,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.13,3110.00,3110.00,3110.00,2177.00,1866.00,1555.00,1244.00,933.00,622.00,389.41,389.34
3120,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.13,3120.00,3120.00,3118.78,2184.00,1872.00,1560.00,1248.00,936.00,624.00,390.61,390.56
3130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.12,3130.00,3130.00,3128.78,2191.00,1878.00,1565.00,1252.00,939.00,626.00,391.86,391.83
3140,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3140.00,3140.00,3136.32,2198.00,1884.00,1570.00,1256.00,942.00,628.00,393.16,393.17
3150,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3150.00,3150.00,3148.77,2205.00,1890.00,1575.00,1260.00,945.00,630.00,394.44,394.28
3160,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.13,3160.00,3160.00,3158.77,2212.00,1896.00,1580.00,1264.00,948.00,632.00,395.59,395.58
3170,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3170.00,3170.00,3168.76,2219.00,1902.00,1585.00,1268.00,951.00,634.00,396.84,396.86
3180,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3180.00,3180.00,3180.00,2226.00,1908.00,1590.00,1272.00,954.00,636.00,398.15,398.04
3190,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3190.00,3190.00,3190.00,2233.00,1914.00,1595.00,1276.00,957.00,638.00,399.31,399.45
3200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3200.00,3200.00,3200.00,2240.00,1920.00,1600.00,1280.00,960.00,640.00,400.63,400.63
3210,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3210.00,3210.00,3210.00,2247.00,1926.00,1605.00,1284.00,963.00,642.00,401.80,401.85
3220,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3220.00,3220.00,3218.74,2254.00,1932.00,1610.00,1288.00,966.00,644.00,403.10,403.18
3230,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3230.00,3230.00,3228.74,2261.00,1938.00,1615.00,1292.00,969.00,646.00,404.44,404.37
3240,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3240.00,3240.00,3238.73,2268.00,1944.00,1620.00,1296.00,972.00,648.00,405.59,405.61
3250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3250.00,3250.00,3250.00,2275.00,1950.00,1625.00,1300.00,975.00,650.00,406.82,406.86
3260,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3260.00,3260.00,3257.45,2282.00,1956.00,1630.00,1304.00,978.00,652.00,408.07,408.21
3270,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3270.00,3270.00,3268.72,2289.00,1962.00,1635.00,1308.00,981.00,654.00,409.47,409.37
3280,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3280.00,3280.00,3278.72,2296.00,1968.00,1640.00,1312.00,984.00,656.00,410.69,410.62
3290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3290.00,3290.00,3288.71,2303.00,1974.00,1645.00,1316.00,987.00,658.00,411.89,411.90
3300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3300.00,3300.00,3297.42,2310.00,1980.00,1650.00,1320.00,990.00,660.00,413.12,413.19
3310,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3310.00,3310.00,3308.71,2317.00,1986.00,1655.00,1324.00,993.00,662.00,414.35,414.42
3320,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3320.00,3320.00,3318.70,2324.00,1992.00,1660.00,1328.00,996.00,664.00,415.74,415.69
3330,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3330.00,3330.00,3330.00,2331.00,1998.00,1665.00,1332.00,999.00,666.00,416.96,416.96
3340,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3340.00,3340.00,3337.39,2338.00,2004.00,1670.00,1336.00,1002.00,668.00,418.18,418.18
3350,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3350.00,3350.00,3348.69,2345.00,2010.00,1675.00,1340.00,1005.00,670.00,419.40,419.50
3360,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3360.00,3360.00,3357.38,2352.00,2016.00,1680.00,1344.00,1008.00,672.00,420.71,420.64
3370,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3370.00,3370.00,3367.37,2359.00,2022.00,1685.00,1348.00,1011.00,674.00,421.95,421.88
3380,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3380.00,3380.00,3380.00,2366.00,2028.00,1690.00,1352.00,1014.00,676.00,423.24,423.18
3390,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3390.00,3390.00,3388.68,2373.00,2034.00,1695.00,1356.00,1017.00,678.00,424.48,424.44
3400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3400.00,3400.00,3396.02,2380.00,2040.00,1700.00,1360.00,1020.00,680.00,425.65,425.74
3410,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.12,3410.00,3410.00,3410.00,2387.00,2046.00,1705.00,1364.00,1023.00,682.00,426.83,426.97
3420,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.12,3420.00,3420.00,3420.00,2394.00,2052.00,1710.00,1368.00,1026.00,684.00,428.12,428.12
3430,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3430.00,3430.00,3430.00,2401.00,2058.00,1715.00,1372.00,1029.00,686.00,429.51,429.46
3440,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.11,3440.00,3440.00,3440.00,2408.00,2064.00,1720.00,1376.00,1032.00,688.00,430.65,430.73
3450,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3450.00,3450.00,3448.65,2415.00,2070.00,1725.00,1380.00,1035.00,690.00,431.88,431.88
3460,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3460.00,3460.00,3460.00,2422.00,2076.00,1730.00,1384.00,1038.00,692.00,433.22,433.22
3470,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3470.00,3470.00,3470.00,2429.00,2082.00,1735.00,1388.00,1041.00,694.00,434.38,434.39
3480,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3480.00,3480.00,3480.00,2436.00,2088.00,1740.00,1392.00,1044.00,696.00,435.64,435.73
3490,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3490.00,3490.00,3490.00,2443.00,2094.00,1745.00,1396.00,1047.00,698.00,437.08,436.87
3500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3500.00,3500.00,3500.00,2450.00,2100.00,1750.00,1400.00,1050.00,700.00,438.13,438.17
3510,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3510.00,3510.00,3510.00,2457.00,2106.00,1755.00,1404.00,1053.00,702.00,439.51,439.47
3520,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3520.00,3520.00,3520.00,2464.00,2112.00,1760.00,1408.00,1056.00,704.00,440.68,440.66
3530,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3530.00,3530.00,3530.00,2471.00,2118.00,1765.00,1412.00,1059.00,706.00,441.95,441.90
3540,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3540.00,3540.00,3537.23,2478.00,2124.00,1770.00,1416.00,1062.00,708.00,443.17,443.26
3550,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3550.00,3550.00,3547.23,2485.00,2130.00,1775.00,1420.00,1065.00,710.00,444.50,444.32
3560,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3560.00,3560.00,3558.61,2492.00,2136.00,1780.00,1424.00,1068.00,712.00,445.80,445.75
3570,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3570.00,3570.00,3570.00,2499.00,2142.00,1785.00,1428.00,1071.00,714.00,446.86,446.92
3580,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3580.00,3580.00,3578.60,2506.00,2148.00,1790.00,1432.00,1074.00,716.00,448.18,448.32
3590,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3590.00,3590.00,3588.60,2513.00,2154.00,1795.00,1436.00,1077.00,718.00,449.46,449.43
3600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3600.00,3600.00,3595.78,2520.00,2160.00,1800.00,1440.00,1080.00,720.00,450.65,450.78
3610,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3610.00,3610.00,3610.00,2527.00,2166.00,1805.00,1444.00,1083.00,722.00,451.89,452.09
3620,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3620.00,3620.00,3620.00,2534.00,2172.00,1810.00,1448.00,1086.00,724.00,453.34,453.14
3630,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.11,3630.00,3630.00,3630.00,2541.00,2178.00,1815.00,1452.00,1089.00,726.00,454.49,454.56
3640,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3640.00,3640.00,3640.00,2548.00,2184.00,1820.00,1456.00,1092.00,728.00,455.82,455.72
3650,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3650.00,3650.00,3650.00,2555.00,2190.00,1825.00,1460.00,1095.00,730.00,457.05,456.98
3660,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3660.00,3660.00,3660.00,2562.00,2196.00,1830.00,1464.00,1098.00,732.00,458.21,458.23
3670,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3670.00,3670.00,3670.00,2569.00,2202.00,1835.00,1468.00,1101.00,734.00,459.52,459.47
3680,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.11,3680.00,3680.00,3680.00,2576.00,2208.00,1840.00,1472.00,1104.00,736.00,460.70,460.68
3690,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.10,3690.00,3690.00,3690.00,2583.00,2214.00,1845.00,1476.00,1107.00,738.00,461.88,462.05
3700,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3700.00,3700.00,3700.00,2590.00,2220.00,1850.00,1480.00,1110.00,740.00,463.26,463.29
3710,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.11,3710.00,3710.00,3710.00,2597.00,2226.00,1855.00,1484.00,1113.00,742.00,464.43,464.40
3720,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,3720.00,3720.00,3720.00,2604.00,2232.00,1860.00,1488.00,1116.00,744.00,465.71,465.69
3730,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.11,3730.00,3730.00,3728.54,2611.00,2238.00,1865.00,1492.00,1119.00,746.00,466.97,466.95
3740,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.11,3740.00,3740.00,3738.54,2618.00,2244.00,1870.00,1496.00,1122.00,748.00,468.32,468.32
3750,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.11,3750.00,3750.00,3750.00,2625.00,2250.00,1875.00,1500.00,1125.00,750.00,469.41,469.55
3760,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.10,3760.00,3760.00,3760.00,2632.00,2256.00,1880.00,1504.00,1128.00,752.00,470.80,470.78
3770,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,3770.00,3770.00,3770.00,2639.00,2262.00,1885.00,1508.00,1131.00,754.00,472.10,471.93
3780,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,3780.00,3780.00,3780.00,2646.00,2268.00,1890.00,1512.00,1134.00,756.00,473.13,473.31
3790,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,3790.00,3790.00,3790.00,2653.00,2274.00,1895.00,1516.00,1137.00,758.00,474.55,474.44
3800,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.10,3800.00,3800.00,3800.00,2660.00,2280.00,1900.00,1520.00,1140.00,760.00,475.91,475.72
3810,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,3810.00,3810.00,3808.51,2667.00,2286.00,1905.00,1524.00,1143.00,762.00,477.02,477.02
3820,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.10,3820.00,3820.00,3820.00,2674.00,2292.00,1910.00,1528.00,1146.00,764.00,478.20,478.30
3830,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.10,3830.00,3830.00,3828.50,2681.00,2298.00,1915.00,1532.00,1149.00,766.00,479.45,479.63
3840,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,3840.00,3840.00,3840.00,2688.00,2304.00,1920.00,1536.00,1152.00,768.00,480.85,480.78
3850,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,3850.00,3850.00,3850.00,2695.00,2310.00,1925.00,1540.00,1155.00,770.00,482.11,482.05
3860,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.10,3860.00,3860.00,3860.00,2702.00,2316.00,1930.00,1544.00,1158.00,772.00,483.27,483.19
3870,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,3870.00,3870.00,3870.00,2709.00,2322.00,1935.00,1548.00,1161.00,774.00,484.57,484.53
3880,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,3880.00,3880.00,3880.00,2716.00,2328.00,1940.00,1552.00,1164.00,776.00,485.83,485.82
3890,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,3890.00,3890.00,3888.48,2723.00,2334.00,1945.00,1556.00,1167.00,778.00,486.97,486.98
3900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,3900.00,3900.00,3900.00,2730.00,2340.00,1950.00,1560.00,1170.00,780.00,488.22,488.20
3910,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,3910.00,3910.00,3910.00,2737.00,2346.00,1955.00,1564.00,1173.00,782.00,489.34,489.53
3920,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,3920.00,3920.00,3920.00,2744.00,2352.00,1960.00,1568.00,1176.00,784.00,490.73,490.77
3930,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,3930.00,3930.00,3930.00,2751.00,2358.00,1965.00,1572.00,1179.00,786.00,492.04,492.12
3940,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,3940.00,3940.00,3940.00,2758.00,2364.00,1970.00,1576.00,1182.00,788.00,493.31,493.14
3950,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,3950.00,3950.00,3948.46,2765.00,2370.00,1975.00,1580.00,1185.00,790.00,494.49,494.62
3960,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,3960.00,3960.00,3960.00,2772.00,2376.00,1980.00,1584.00,1188.00,792.00,495.89,495.68
3970,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,3970.00,3970.00,3970.00,2779.00,2382.00,1985.00,1588.00,1191.00,794.00,497.10,497.10
3980,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,3980.00,3980.00,3980.00,2786.00,2388.00,1990.00,1592.00,1194.00,796.00,498.20,498.32
3990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,3990.00,3990.00,3990.00,2793.00,2394.00,1995.00,1596.00,1197.00,798.00,499.57,499.58
4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,4000.00,4000.00,4000.00,2800.00,2400.00,2000.00,1600.00,1200.00,800.00,500.68,500.79
4010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,4010.00,4010.00,4010.00,2807.00,2406.00,2005.00,1604.00,1203.00,802.00,502.05,502.02
4020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,4020.00,4020.00,4018.43,2814.00,2412.00,2010.00,1608.00,1206.00,804.00,503.35,503.29
4030,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,4030.00,4030.00,4030.00,2821.00,2418.00,2015.00,1612.00,1209.00,806.00,504.63,504.58
4040,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,4040.00,4040.00,4040.00,2828.00,2424.00,2020.00,1616.00,1212.00,808.00,505.88,505.83
4050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,4050.00,4050.00,4050.00,2835.00,2430.00,2025.00,1620.00,1215.00,810.00,506.98,506.96
4060,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,4060.00,4060.00,4058.41,2842.00,2436.00,2030.00,1624.00,1218.00,812.00,508.34,508.34
4070,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,4070.00,4070.00,4070.00,2849.00,2442.00,2035.00,1628.00,1221.00,814.00,509.46,509.73
4080,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,4080.00,4080.00,4080.00,2856.00,2448.00,2040.00,1632.00,1224.00,816.00,510.78,510.96
4090,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,4090.00,4090.00,4090.00,2863.00,2454.00,2045.00,1636.00,1227.00,818.00,512.11,512.01
4100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,4100.00,4100.00,4098.40,2870.00,2460.00,2050.00,1640.00,1230.00,820.00,513.35,513.37
4110,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,4110.00,4110.00,4110.00,2877.00,2466.00,2055.00,1644.00,1233.00,822.00,514.61,514.45
4120,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,4120.00,4120.00,4120.00,2884.00,2472.00,2060.00,1648.00,1236.00,824.00,515.79,515.74
4130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,4130.00,4130.00,4130.00,2891.00,2478.00,2065.00,1652.00,1239.00,826.00,517.07,517.11
4140,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,4140.00,4140.00,4140.00,2898.00,2484.00,2070.00,1656.00,1242.00,828.00,518.21,518.27
4150,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,4150.00,4150.00,4150.00,2905.00,2490.00,2075.00,1660.00,1245.00,830.00,519.68,519.56
4160,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,4160.00,4160.00,4160.00,2912.00,2496.00,2080.00,1664.00,1248.00,832.00,520.74,520.79
4170,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,4170.00,4170.00,4170.00,2919.00,2502.00,2085.00,1668.00,1251.00,834.00,522.03,522.11
4180,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,4180.00,4180.00,4180.00,2926.00,2508.00,2090.00,1672.00,1254.00,836.00,523.29,523.23
4190,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,4190.00,4190.00,4190.00,2933.00,2514.00,2095.00,1676.00,1257.00,838.00,524.58,524.62
4200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,4200.00,4200.00,4200.00,2940.00,2520.00,2100.00,1680.00,1260.00,840.00,525.81,525.74
4210,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,4210.00,4210.00,4210.00,2947.00,2526.00,2105.00,1684.00,1263.00,842.00,527.13,526.95
4220,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,4220.00,4220.00,4220.00,2954.00,2532.00,2110.00,1688.00,1266.00,844.00,528.32,528.39
4230,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,4230.00,4230.00,4230.00,2961.00,2538.00,2115.00,1692.00,1269.00,846.00,529.55,529.59
4240,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,4240.00,4240.00,4240.00,2968.00,2544.00,2120.00,1696.00,1272.00,848.00,530.87,530.88
4250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,4250.00,4250.00,4248.34,2975.00,2550.00,2125.00,1700.00,1275.00,850.00,532.02,532.06
4260,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,4260.00,4260.00,4260.00,2982.00,2556.00,2130.00,1704.00,1278.00,852.00,533.34,533.22
4270,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,4270.00,4270.00,4270.00,2989.00,2562.00,2135.00,1708.00,1281.00,854.00,534.46,534.46
