VotersAmount,Treshold00Probability,Treshold10Probability,Treshold20Probability,Treshold30Probability,Treshold40Probability,Treshold50Probability,Treshold60Probability,Treshold70Probability,Treshold80Probability,Treshold90Probability,Treshold100Probability,Treshold00AverageVotersAmount,Treshold10AverageVotersAmount,Treshold20AverageVotersAmount,Treshold30AverageVotersAmount,Treshold40AverageVotersAmount,Treshold50AverageVotersAmount,Treshold60AverageVotersAmount,Treshold70AverageVotersAmount,Treshold80AverageVotersAmount,Treshold90AverageVotersAmount,Treshold100AverageVotersAmount
4280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4280.00,4280.00,3424.00,2996.00,2568.00,2140.00,1712.00,1284.00,950.14,947.97,949.31
4290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4290.00,4290.00,3432.00,3003.00,2574.00,2145.00,1716.00,1287.00,951.58,950.97,952.19
4300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4300.00,4300.00,3440.00,3010.00,2580.00,2150.00,1720.00,1290.00,951.90,954.53,954.35
4310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4310.00,4310.00,3448.00,3017.00,2586.00,2155.00,1724.00,1293.00,957.67,957.11,957.31
4320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4320.00,4320.00,3456.00,3024.00,2592.00,2160.00,1728.00,1296.00,958.97,954.77,957.67
4330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4330.00,4330.00,3464.00,3031.00,2598.00,2165.00,1732.00,1299.00,960.27,958.57,958.33
4340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4340.00,4340.00,3472.00,3038.00,2604.00,2170.00,1736.00,1302.00,962.99,964.16,963.25
4350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4350.00,4350.00,3480.00,3045.00,2610.00,2175.00,1740.00,1305.00,964.30,965.51,966.62
4360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4360.00,4360.00,3488.00,3052.00,2616.00,2180.00,1744.00,1308.00,966.33,964.05,967.25
4370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4370.00,4370.00,3496.00,3059.00,2622.00,2185.00,1748.00,1311.00,968.82,966.24,970.03
4380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4380.00,4380.00,3504.00,3066.00,2628.00,2190.00,1752.00,1314.00,971.53,970.66,971.23
4390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4390.00,4390.00,3512.00,3073.00,2634.00,2195.00,1756.00,1317.00,971.78,971.51,972.72
4400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4400.00,4400.00,3520.00,3080.00,2640.00,2200.00,1760.00,1320.00,975.03,977.76,975.44
4410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4410.00,4410.00,3528.00,3087.00,2646.00,2205.00,1764.00,1323.00,975.08,979.23,979.17
4420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4420.00,4420.00,3536.00,3094.00,2652.00,2210.00,1768.00,1326.00,981.28,980.95,981.93
4430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4430.00,4430.00,3544.00,3101.00,2658.00,2215.00,1772.00,1329.00,982.01,982.47,982.34
4440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4440.00,4440.00,3552.00,3108.00,2664.00,2220.00,1776.00,1332.00,983.80,984.04,984.97
4450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4450.00,4450.00,3560.00,3115.00,2670.00,2225.00,1780.00,1335.00,986.05,985.51,987.73
4460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4460.00,4460.00,3568.00,3122.00,2676.00,2230.00,1784.00,1338.00,987.71,990.96,986.61
4470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4470.00,4470.00,3576.00,3129.00,2682.00,2235.00,1788.00,1341.00,990.87,990.82,989.09
4480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4480.00,4480.00,3584.00,3136.00,2688.00,2240.00,1792.00,1344.00,993.89,993.04,993.43
4490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4490.00,4490.00,3592.00,3143.00,2694.00,2245.00,1796.00,1347.00,994.79,995.07,996.16
4500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4500.00,4500.00,3600.00,3150.00,2700.00,2250.00,1800.00,1350.00,997.07,997.37,998.05
4510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4510.00,4510.00,3608.00,3157.00,2706.00,2255.00,1804.00,1353.00,999.89,1002.10,1001.70
4520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4520.00,4520.00,3616.00,3164.00,2712.00,2260.00,1808.00,1356.00,1000.59,999.55,1003.98
4530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4530.00,4530.00,3624.00,3171.00,2718.00,2265.00,1812.00,1359.00,1004.45,1005.86,1003.91
4540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4540.00,4540.00,3632.00,3178.00,2724.00,2270.00,1816.00,1362.00,1004.96,1007.54,1004.56
4550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4550.00,4550.00,3640.00,3185.00,2730.00,2275.00,1820.00,1365.00,1009.68,1010.19,1010.14
4560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4560.00,4560.00,3648.00,3192.00,2736.00,2280.00,1824.00,1368.00,1010.62,1013.99,1011.10
4570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4570.00,4570.00,3656.00,3199.00,2742.00,2285.00,1828.00,1371.00,1013.81,1012.33,1012.54
4580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4580.00,4580.00,3664.00,3206.00,2748.00,2290.00,1832.00,1374.00,1016.27,1015.92,1014.01
4590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4590.00,4590.00,3672.00,3213.00,2754.00,2295.00,1836.00,1377.00,1015.91,1016.94,1017.81
4600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4600.00,4600.00,3680.00,3220.00,2760.00,2300.00,1840.00,1380.00,1019.73,1020.99,1019.17
4610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4610.00,4610.00,3688.00,3227.00,2766.00,2305.00,1844.00,1383.00,1022.24,1022.64,1024.17
4620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4620.00,4620.00,3696.00,3234.00,2772.00,2310.00,1848.00,1386.00,1025.15,1022.05,1025.41
4630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4630.00,4630.00,3704.00,3241.00,2778.00,2315.00,1852.00,1389.00,1026.01,1026.22,1025.40
4640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4640.00,4640.00,3712.00,3248.00,2784.00,2320.00,1856.00,1392.00,1029.42,1030.15,1028.87
4650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4650.00,4650.00,3720.00,3255.00,2790.00,2325.00,1860.00,1395.00,1032.58,1030.99,1031.78
4660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4660.00,4660.00,3728.00,3262.00,2796.00,2330.00,1864.00,1398.00,1033.34,1032.12,1035.39
4670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4670.00,4670.00,3736.00,3269.00,2802.00,2335.00,1868.00,1401.00,1034.65,1034.58,1032.95
4680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4680.00,4680.00,3744.00,3276.00,2808.00,2340.00,1872.00,1404.00,1039.42,1038.25,1035.75
4690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4690.00,4690.00,3752.00,3283.00,2814.00,2345.00,1876.00,1407.00,1040.36,1038.78,1039.78
4700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4700.00,4700.00,3760.00,3290.00,2820.00,2350.00,1880.00,1410.00,1043.60,1042.60,1040.24
4710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4710.00,4710.00,3768.00,3297.00,2826.00,2355.00,1884.00,1413.00,1045.76,1046.04,1044.85
4720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4720.00,4720.00,3776.00,3304.00,2832.00,2360.00,1888.00,1416.00,1045.46,1049.14,1046.74
4730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4730.00,4730.00,3784.00,3311.00,2838.00,2365.00,1892.00,1419.00,1048.00,1053.14,1049.92
4740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4740.00,4740.00,3792.00,3318.00,2844.00,2370.00,1896.00,1422.00,1049.65,1051.60,1050.36
4750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4750.00,4750.00,3800.00,3325.00,2850.00,2375.00,1900.00,1425.00,1052.43,1051.87,1052.78
4760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4760.00,4760.00,3808.00,3332.00,2856.00,2380.00,1904.00,1428.00,1054.45,1055.73,1055.43
4770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4770.00,4770.00,3816.00,3339.00,2862.00,2385.00,1908.00,1431.00,1057.69,1057.05,1056.10
4780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4780.00,4780.00,3824.00,3346.00,2868.00,2390.00,1912.00,1434.00,1060.49,1062.62,1059.63
4790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4790.00,4790.00,3832.00,3353.00,2874.00,2395.00,1916.00,1437.00,1062.22,1062.61,1061.45
4800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4800.00,4800.00,3840.00,3360.00,2880.00,2400.00,1920.00,1440.00,1062.75,1063.36,1065.84
4810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4810.00,4810.00,3848.00,3367.00,2886.00,2405.00,1924.00,1443.00,1066.48,1064.93,1066.87
4820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4820.00,4820.00,3856.00,3374.00,2892.00,2410.00,1928.00,1446.00,1071.82,1068.68,1068.44
4830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4830.00,4830.00,3864.00,3381.00,2898.00,2415.00,1932.00,1449.00,1069.61,1071.68,1071.84
4840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4840.00,4840.00,3872.00,3388.00,2904.00,2420.00,1936.00,1452.00,1074.59,1074.47,1071.31
4850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4850.00,4850.00,3880.00,3395.00,2910.00,2425.00,1940.00,1455.00,1076.86,1076.22,1077.65
4860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4860.00,4860.00,3888.00,3402.00,2916.00,2430.00,1944.00,1458.00,1078.04,1078.02,1074.75
4870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4870.00,4870.00,3896.00,3409.00,2922.00,2435.00,1948.00,1461.00,1080.56,1080.94,1079.66
4880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4880.00,4880.00,3904.00,3416.00,2928.00,2440.00,1952.00,1464.00,1082.47,1082.71,1080.97
4890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4890.00,4890.00,3912.00,3423.00,2934.00,2445.00,1956.00,1467.00,1084.75,1083.47,1083.52
4900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4900.00,4900.00,3920.00,3430.00,2940.00,2450.00,1960.00,1470.00,1085.24,1088.18,1086.25
4910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4910.00,4910.00,3928.00,3437.00,2946.00,2455.00,1964.00,1473.00,1090.18,1089.46,1088.00
4920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4920.00,4920.00,3936.00,3444.00,2952.00,2460.00,1968.00,1476.00,1092.08,1090.66,1091.92
4930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4930.00,4930.00,3944.00,3451.00,2958.00,2465.00,1972.00,1479.00,1091.42,1093.89,1091.81
4940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4940.00,4940.00,3952.00,3458.00,2964.00,2470.00,1976.00,1482.00,1093.73,1095.62,1093.43
4950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4950.00,4950.00,3960.00,3465.00,2970.00,2475.00,1980.00,1485.00,1099.52,1096.96,1098.13
4960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4960.00,4960.00,3968.00,3472.00,2976.00,2480.00,1984.00,1488.00,1097.36,1100.47,1098.96
4970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4970.00,4970.00,3976.00,3479.00,2982.00,2485.00,1988.00,1491.00,1101.41,1102.24,1101.59
4980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4980.00,4980.00,3984.00,3486.00,2988.00,2490.00,1992.00,1494.00,1105.37,1105.75,1102.12
4990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4990.00,4990.00,3992.00,3493.00,2994.00,2495.00,1996.00,1497.00,1106.45,1107.61,1105.39
5000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5000.00,5000.00,4000.00,3500.00,3000.00,2500.00,2000.00,1500.00,1108.59,1107.82,1108.53
