VotersAmount,Treshold00Probability,Treshold10Probability,Treshold20Probability,Treshold30Probability,Treshold40Probability,Treshold50Probability,Treshold60Probability,Treshold70Probability,Treshold80Probability,Treshold90Probability,Treshold100Probability,Treshold00AverageVotersAmount,Treshold10AverageVotersAmount,Treshold20AverageVotersAmount,Treshold30AverageVotersAmount,Treshold40AverageVotersAmount,Treshold50AverageVotersAmount,Treshold60AverageVotersAmount,Treshold70AverageVotersAmount,Treshold80AverageVotersAmount,Treshold90AverageVotersAmount,Treshold100AverageVotersAmount
1480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1480.00,1479.42,1184.00,1036.00,888.00,740.00,592.00,444.00,327.39,328.88,327.48
1490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1490.00,1490.00,1192.00,1043.00,894.00,745.00,596.00,447.00,330.60,331.03,329.86
1500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1500.00,1499.71,1200.00,1050.00,900.00,750.00,600.00,450.00,333.13,332.50,332.50
1510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1510.00,1510.00,1208.00,1057.00,906.00,755.00,604.00,453.00,334.50,335.14,335.49
1520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1520.00,1519.41,1216.00,1064.00,912.00,760.00,608.00,456.00,336.35,337.35,337.25
1530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1530.00,1530.00,1224.00,1071.00,918.00,765.00,612.00,459.00,340.67,339.49,340.54
1540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1540.00,1540.00,1232.00,1078.00,924.00,770.00,616.00,462.00,342.30,340.83,341.95
1550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1550.00,1549.70,1240.00,1085.00,930.00,775.00,620.00,465.00,343.01,345.32,344.14
1560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1560.00,1560.00,1248.00,1092.00,936.00,780.00,624.00,468.00,345.62,346.87,347.01
1570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1570.00,1569.69,1256.00,1099.00,942.00,785.00,628.00,471.00,348.10,346.37,347.63
1580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1580.00,1579.69,1264.00,1106.00,948.00,790.00,632.00,474.00,349.88,349.92,350.16
1590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1590.00,1589.38,1272.00,1113.00,954.00,795.00,636.00,477.00,351.64,352.98,353.93
1600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1600.00,1600.00,1280.00,1120.00,960.00,800.00,640.00,480.00,356.37,354.35,354.27
1610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1610.00,1610.00,1288.00,1127.00,966.00,805.00,644.00,483.00,356.80,357.92,356.98
1620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1620.00,1619.68,1296.00,1134.00,972.00,810.00,648.00,486.00,358.90,358.41,358.51
1630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1630.00,1630.00,1304.00,1141.00,978.00,815.00,652.00,489.00,361.91,361.53,361.92
1640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1640.00,1640.00,1312.00,1148.00,984.00,820.00,656.00,492.00,363.73,363.86,364.41
1650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1650.00,1650.00,1320.00,1155.00,990.00,825.00,660.00,495.00,365.76,365.29,365.23
1660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1660.00,1660.00,1328.00,1162.00,996.00,830.00,664.00,498.00,368.93,367.57,369.07
1670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1670.00,1670.00,1336.00,1169.00,1002.00,835.00,668.00,501.00,371.14,369.94,370.28
1680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1680.00,1679.67,1344.00,1176.00,1008.00,840.00,672.00,504.00,372.19,371.81,371.84
1690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1690.00,1690.00,1352.00,1183.00,1014.00,845.00,676.00,507.00,375.33,375.67,374.70
1700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1700.00,1700.00,1360.00,1190.00,1020.00,850.00,680.00,510.00,376.50,378.51,375.80
1710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1710.00,1710.00,1368.00,1197.00,1026.00,855.00,684.00,513.00,379.93,378.67,379.49
1720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1720.00,1719.66,1376.00,1204.00,1032.00,860.00,688.00,516.00,381.79,381.79,381.56
1730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1730.00,1730.00,1384.00,1211.00,1038.00,865.00,692.00,519.00,383.90,383.89,383.76
1740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1740.00,1740.00,1392.00,1218.00,1044.00,870.00,696.00,522.00,385.28,387.16,386.38
1750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1750.00,1749.66,1400.00,1225.00,1050.00,875.00,700.00,525.00,386.28,388.45,386.26
1760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1760.00,1758.97,1408.00,1232.00,1056.00,880.00,704.00,528.00,390.38,389.68,391.41
1770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1770.00,1770.00,1416.00,1239.00,1062.00,885.00,708.00,531.00,391.08,391.25,392.48
1780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1780.00,1780.00,1424.00,1246.00,1068.00,890.00,712.00,534.00,395.63,394.69,395.13
1790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1790.00,1790.00,1432.00,1253.00,1074.00,895.00,716.00,537.00,397.61,396.92,397.04
1800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1800.00,1800.00,1440.00,1260.00,1080.00,900.00,720.00,540.00,399.13,400.62,399.61
1810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1810.00,1810.00,1448.00,1267.00,1086.00,905.00,724.00,543.00,401.82,401.14,402.38
1820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1820.00,1820.00,1456.00,1274.00,1092.00,910.00,728.00,546.00,403.56,404.48,402.74
1830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1830.00,1830.00,1464.00,1281.00,1098.00,915.00,732.00,549.00,405.57,406.42,405.49
1840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1840.00,1839.64,1472.00,1288.00,1104.00,920.00,736.00,552.00,407.96,409.20,408.37
1850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1850.00,1850.00,1480.00,1295.00,1110.00,925.00,740.00,555.00,410.10,410.20,409.87
1860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1860.00,1860.00,1488.00,1302.00,1116.00,930.00,744.00,558.00,412.96,411.95,412.25
1870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1870.00,1870.00,1496.00,1309.00,1122.00,935.00,748.00,561.00,416.20,415.63,414.05
1880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1880.00,1880.00,1504.00,1316.00,1128.00,940.00,752.00,564.00,415.97,416.55,418.34
1890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1890.00,1889.63,1512.00,1323.00,1134.00,945.00,756.00,567.00,419.49,418.87,419.19
1900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1900.00,1900.00,1520.00,1330.00,1140.00,950.00,760.00,570.00,420.21,421.45,421.53
1910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1910.00,1909.63,1528.00,1337.00,1146.00,955.00,764.00,573.00,422.60,424.99,423.56
1920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1920.00,1920.00,1536.00,1344.00,1152.00,960.00,768.00,576.00,427.42,424.90,426.34
1930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1930.00,1930.00,1544.00,1351.00,1158.00,965.00,772.00,579.00,429.05,429.15,427.53
1940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1940.00,1940.00,1552.00,1358.00,1164.00,970.00,776.00,582.00,429.65,430.90,430.14
1950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1950.00,1950.00,1560.00,1365.00,1170.00,975.00,780.00,585.00,434.22,431.87,432.79
1960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1960.00,1960.00,1568.00,1372.00,1176.00,980.00,784.00,588.00,434.28,435.78,434.11
1970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1970.00,1970.00,1576.00,1379.00,1182.00,985.00,788.00,591.00,436.78,438.03,437.08
1980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1980.00,1980.00,1584.00,1386.00,1188.00,990.00,792.00,594.00,439.93,438.38,437.77
1990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1990.00,1990.00,1592.00,1393.00,1194.00,995.00,796.00,597.00,441.97,441.52,440.85
2000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2000.00,2000.00,1600.00,1400.00,1200.00,1000.00,800.00,600.00,444.94,442.57,442.75
2010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2010.00,2010.00,1608.00,1407.00,1206.00,1005.00,804.00,603.00,445.19,445.99,447.35
2020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2020.00,2020.00,1616.00,1414.00,1212.00,1010.00,808.00,606.00,448.50,447.29,446.91
2030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2030.00,2030.00,1624.00,1421.00,1218.00,1015.00,812.00,609.00,449.25,450.54,450.23
2040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2040.00,2040.00,1632.00,1428.00,1224.00,1020.00,816.00,612.00,451.85,451.23,452.84
2050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2050.00,2050.00,1640.00,1435.00,1230.00,1025.00,820.00,615.00,455.18,456.20,455.52
2060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2060.00,2059.60,1648.00,1442.00,1236.00,1030.00,824.00,618.00,457.40,456.63,456.69
2070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2070.00,2070.00,1656.00,1449.00,1242.00,1035.00,828.00,621.00,460.60,459.67,459.17
2080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2080.00,2080.00,1664.00,1456.00,1248.00,1040.00,832.00,624.00,461.37,461.01,461.13
2090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2090.00,2090.00,1672.00,1463.00,1254.00,1045.00,836.00,627.00,463.39,464.17,462.70
2100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2100.00,2100.00,1680.00,1470.00,1260.00,1050.00,840.00,630.00,465.26,467.11,466.29
2110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2110.00,2110.00,1688.00,1477.00,1266.00,1055.00,844.00,633.00,468.13,467.36,466.38
2120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2120.00,2120.00,1696.00,1484.00,1272.00,1060.00,848.00,636.00,470.86,469.86,469.18
2130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2130.00,2130.00,1704.00,1491.00,1278.00,1065.00,852.00,639.00,472.02,472.89,471.03
2140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2140.00,2140.00,1712.00,1498.00,1284.00,1070.00,856.00,642.00,474.97,475.50,474.39
2150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2150.00,2150.00,1720.00,1505.00,1290.00,1075.00,860.00,645.00,477.14,475.52,475.36
2160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2160.00,2160.00,1728.00,1512.00,1296.00,1080.00,864.00,648.00,478.15,479.75,478.34
2170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2170.00,2170.00,1736.00,1519.00,1302.00,1085.00,868.00,651.00,481.38,483.56,481.77
2180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2180.00,2180.00,1744.00,1526.00,1308.00,1090.00,872.00,654.00,481.49,484.09,482.17
2190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2190.00,2190.00,1752.00,1533.00,1314.00,1095.00,876.00,657.00,485.34,484.98,484.52
2200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2200.00,2200.00,1760.00,1540.00,1320.00,1100.00,880.00,660.00,488.44,487.85,487.24
2210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2210.00,2210.00,1768.00,1547.00,1326.00,1105.00,884.00,663.00,489.12,491.33,489.54
2220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2220.00,2220.00,1776.00,1554.00,1332.00,1110.00,888.00,666.00,493.25,492.29,491.85
2230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2230.00,2230.00,1784.00,1561.00,1338.00,1115.00,892.00,669.00,493.94,495.82,495.01
2240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2240.00,2240.00,1792.00,1568.00,1344.00,1120.00,896.00,672.00,495.94,496.31,497.06
2250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2250.00,2250.00,1800.00,1575.00,1350.00,1125.00,900.00,675.00,499.52,498.70,498.85
2260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2260.00,2260.00,1808.00,1582.00,1356.00,1130.00,904.00,678.00,500.35,500.63,501.43
2270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2270.00,2270.00,1816.00,1589.00,1362.00,1135.00,908.00,681.00,502.49,504.12,502.93
2280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2280.00,2280.00,1824.00,1596.00,1368.00,1140.00,912.00,684.00,505.49,504.97,504.22
2290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2290.00,2290.00,1832.00,1603.00,1374.00,1145.00,916.00,687.00,509.76,508.45,506.90
2300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2300.00,2300.00,1840.00,1610.00,1380.00,1150.00,920.00,690.00,509.99,511.07,509.08
2310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2310.00,2310.00,1848.00,1617.00,1386.00,1155.00,924.00,693.00,512.29,512.35,510.39
2320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2320.00,2320.00,1856.00,1624.00,1392.00,1160.00,928.00,696.00,514.42,515.56,515.13
2330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2330.00,2330.00,1864.00,1631.00,1398.00,1165.00,932.00,699.00,517.38,516.52,515.45
2340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2340.00,2339.54,1872.00,1638.00,1404.00,1170.00,936.00,702.00,520.33,518.32,520.13
2350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2350.00,2350.00,1880.00,1645.00,1410.00,1175.00,940.00,705.00,520.58,520.80,521.88
2360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2360.00,2360.00,1888.00,1652.00,1416.00,1180.00,944.00,708.00,523.99,523.29,523.47
2370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2370.00,2369.54,1896.00,1659.00,1422.00,1185.00,948.00,711.00,526.52,525.04,526.28
2380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2380.00,2380.00,1904.00,1666.00,1428.00,1190.00,952.00,714.00,528.86,529.32,528.59
2390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2390.00,2389.53,1912.00,1673.00,1434.00,1195.00,956.00,717.00,528.06,530.09,530.31
2400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2400.00,2400.00,1920.00,1680.00,1440.00,1200.00,960.00,720.00,530.49,532.72,532.25
2410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2410.00,2410.00,1928.00,1687.00,1446.00,1205.00,964.00,723.00,534.95,533.49,534.16
2420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2420.00,2420.00,1936.00,1694.00,1452.00,1210.00,968.00,726.00,536.60,536.30,536.30
2430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2430.00,2430.00,1944.00,1701.00,1458.00,1215.00,972.00,729.00,538.67,538.29,538.74
2440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2440.00,2440.00,1952.00,1708.00,1464.00,1220.00,976.00,732.00,542.02,541.95,541.73
2450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2450.00,2450.00,1960.00,1715.00,1470.00,1225.00,980.00,735.00,543.30,542.62,542.84
2460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2460.00,2460.00,1968.00,1722.00,1476.00,1230.00,984.00,738.00,545.30,547.36,546.11
2470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2470.00,2470.00,1976.00,1729.00,1482.00,1235.00,988.00,741.00,547.49,549.10,547.70
2480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2480.00,2480.00,1984.00,1736.00,1488.00,1240.00,992.00,744.00,549.89,549.55,549.79
2490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2490.00,2490.00,1992.00,1743.00,1494.00,1245.00,996.00,747.00,551.11,551.21,550.77
2500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2500.00,2500.00,2000.00,1750.00,1500.00,1250.00,1000.00,750.00,553.54,555.04,554.37
2510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2510.00,2510.00,2008.00,1757.00,1506.00,1255.00,1004.00,753.00,555.03,557.65,556.93
2520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2520.00,2520.00,2016.00,1764.00,1512.00,1260.00,1008.00,756.00,558.76,557.55,560.53
2530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2530.00,2530.00,2024.00,1771.00,1518.00,1265.00,1012.00,759.00,561.10,560.86,560.72
2540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2540.00,2540.00,2032.00,1778.00,1524.00,1270.00,1016.00,762.00,564.49,565.15,563.44
2550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2550.00,2550.00,2040.00,1785.00,1530.00,1275.00,1020.00,765.00,565.02,567.00,565.03
2560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2560.00,2560.00,2048.00,1792.00,1536.00,1280.00,1024.00,768.00,568.47,569.80,567.67
2570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2570.00,2570.00,2056.00,1799.00,1542.00,1285.00,1028.00,771.00,570.09,569.87,568.60
2580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2580.00,2580.00,2064.00,1806.00,1548.00,1290.00,1032.00,774.00,569.59,571.22,572.71
2590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2590.00,2590.00,2072.00,1813.00,1554.00,1295.00,1036.00,777.00,575.48,574.42,574.04
2600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2600.00,2600.00,2080.00,1820.00,1560.00,1300.00,1040.00,780.00,577.01,575.47,576.06
2610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2610.00,2610.00,2088.00,1827.00,1566.00,1305.00,1044.00,783.00,579.87,580.24,578.15
2620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2620.00,2620.00,2096.00,1834.00,1572.00,1310.00,1048.00,786.00,581.36,579.42,581.40
2630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2630.00,2630.00,2104.00,1841.00,1578.00,1315.00,1052.00,789.00,584.92,581.96,584.08
2640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2640.00,2640.00,2112.00,1848.00,1584.00,1320.00,1056.00,792.00,585.39,586.01,585.91
2650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2650.00,2650.00,2120.00,1855.00,1590.00,1325.00,1060.00,795.00,585.00,587.58,587.87
2660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2660.00,2660.00,2128.00,1862.00,1596.00,1330.00,1064.00,798.00,589.43,590.55,589.09
2670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2670.00,2670.00,2136.00,1869.00,1602.00,1335.00,1068.00,801.00,592.39,592.12,591.97
2680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2680.00,2680.00,2144.00,1876.00,1608.00,1340.00,1072.00,804.00,593.86,594.18,593.00
2690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2690.00,2690.00,2152.00,1883.00,1614.00,1345.00,1076.00,807.00,595.93,596.20,595.90
2700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2700.00,2700.00,2160.00,1890.00,1620.00,1350.00,1080.00,810.00,599.13,598.59,599.31
2710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2710.00,2710.00,2168.00,1897.00,1626.00,1355.00,1084.00,813.00,602.47,600.31,601.55
2720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2720.00,2720.00,2176.00,1904.00,1632.00,1360.00,1088.00,816.00,603.75,601.41,602.30
2730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2730.00,2730.00,2184.00,1911.00,1638.00,1365.00,1092.00,819.00,605.56,604.97,604.22
2740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2740.00,2740.00,2192.00,1918.00,1644.00,1370.00,1096.00,822.00,606.38,608.04,607.67
2750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2750.00,2750.00,2200.00,1925.00,1650.00,1375.00,1100.00,825.00,610.72,610.09,610.75
2760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2760.00,2760.00,2208.00,1932.00,1656.00,1380.00,1104.00,828.00,612.68,611.49,610.90
2770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2770.00,2770.00,2216.00,1939.00,1662.00,1385.00,1108.00,831.00,612.26,614.64,615.15
2780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2780.00,2780.00,2224.00,1946.00,1668.00,1390.00,1112.00,834.00,617.29,617.04,616.43
2790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2790.00,2790.00,2232.00,1953.00,1674.00,1395.00,1116.00,837.00,618.85,618.46,618.71
2800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2800.00,2800.00,2240.00,1960.00,1680.00,1400.00,1120.00,840.00,620.38,620.81,622.98
2810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2810.00,2810.00,2248.00,1967.00,1686.00,1405.00,1124.00,843.00,624.85,624.70,621.38
2820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2820.00,2820.00,2256.00,1974.00,1692.00,1410.00,1128.00,846.00,626.35,626.97,625.12
2830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2830.00,2830.00,2264.00,1981.00,1698.00,1415.00,1132.00,849.00,628.32,627.00,626.59
2840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2840.00,2840.00,2272.00,1988.00,1704.00,1420.00,1136.00,852.00,630.15,630.51,629.57
2850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2850.00,2850.00,2280.00,1995.00,1710.00,1425.00,1140.00,855.00,632.40,632.27,632.92
2860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2860.00,2860.00,2288.00,2002.00,1716.00,1430.00,1144.00,858.00,635.07,634.02,633.46
2870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2870.00,2870.00,2296.00,2009.00,1722.00,1435.00,1148.00,861.00,636.40,636.99,635.42
2880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2880.00,2880.00,2304.00,2016.00,1728.00,1440.00,1152.00,864.00,638.56,638.88,638.21
